PA37438	P31946
PA134977130	Q8WXK1
PA134879678	Q96NS5
PA134958560	Q8WXJ9
PA134950797	Q6ZVZ8
PA25027	Q9Y576
PA25030	Q96Q27
PA25031	Q9Y575
PA25032	Q9Y574
PA25033	Q8WWX0;Q5HYF3
PA25034	Q9NWX5
PA25035	Q9H672
PA25036	Q9H765
PA25037	Q96DX5
PA134974899	Q8N9N2
PA134916940	Q9H1I8
PA134890913	Q8N3C0
PA26416	P50553
PA25039	Q99929
PA25040	Q9NQ33
PA134869300	Q6XD76
PA134950175	Q9ULZ3
PA128394636	Q9Y294
PA134931112	Q9NVP2
PA25059	Q7L266
PA25042	P07306;Q6FGQ5
PA25043	P07307
PA134891064	Q9NR48
PA25044	Q9UBL3
PA162379179	Q9BVC5
PA24434	P78348
PA24433	Q16515
PA24435	Q9UHC3
PA134956731	Q96FT7
PA134946702	Q9NY37
PA25045	P42127
PA134932128	Q92484
PA134889099	Q92485
PA25050	O95671;B3KM43
PA25049	P46597
PA35969	P17405;Q8IUN0
PA25051	O43681
PA143485312	Q9NWL6
PA25052	P08243
PA25058	Q9BZE9
PA164716234	A6ND91
PA24615	P20933
PA143485313	Q5U4P2
PA143485314	Q6ICH7
PA25056	Q12797;B4DQ07;B7ZM96
PA38782	Q8IZT6;B3KWI2
PA25057	Q9BXN1
PA33622	Q96KQ4
PA36681	Q13625
PA24454	P26436
PA162376926	P00966;Q5T6L4
PA142672577	Q2TB18
PA162378666	Q9Y284
PA134922299	Q6HA08
PA162376961	O14525;Q96BL7
PA25076	O75129;B7ZKP5;B7ZKP4
PA134869487	Q96CP6
PA142671708	Q3KR37
PA142671709	Q8IYS0
PA25078	Q8IXJ9;Q498B9
PA134884863	Q76L83
PA162377010	Q9C0F0
PA25950	Q8WWH4
PA25097	O60312
PA25098	O94823
PA25100	Q9P241
PA25101	P98196;Q659C3;Q6PJ25
PA25102	Q9Y2G3
PA25103	Q8NB49
PA25104	P54707
PA134988892	Q9HD20
PA134897221	Q9NQ11
PA134971145	Q9H7F0
PA134979581	Q4VNC1;B3KU47
PA134952038	Q4VNC0
PA62	P05023
PA30796	P50993
PA64	P13637;B3KNQ8
PA65	Q13733
PA66	P05026;A3KLL5
PA67	P14415
PA68	P54709
PA410	Q9UN42
PA25105	O14983;Q7Z675
PA71	P16615
PA25106	Q93084
PA25107	P20020
PA25108	Q01814;Q4LE63;Q4J699
PA25109	Q16720
PA25110	P23634
PA25111	P98194
PA162377204	O75185
PA24635	Q8TBG4
PA162376015	Q8IUZ5
PA25130	P24539;Q08ET0
PA25131	P05496;Q6FIH7
PA25132	Q06055
PA25133	P48201
PA134948694	Q7Z4Y8
PA134884892	Q9ULK2
PA134927530	Q5T6C5
PA134991793	Q14CW9
PA25165	Q9Y2Q0
PA25166	Q9NTI2;Q6ZU25
PA265	O43520
PA25167	P98198;Q6P3T1
PA25168	O60423;Q6ZUX8
PA25169	Q8TF62
PA134914940	Q8NBU5
PA134895566	Q6PL18
PA162377100	Q96QE3
PA134948212	Q5SQI0
PA25080	Q86WG3
PA162377039	Q9ULI0;Q8IWJ3
PA134872099	Q9NVI7
PA134993325	Q5T9A4
PA134903201	Q5T2N8;Q8N3A8;B2RB27
PA25082	O95260
PA25083	P18846
PA25084	P15336
PA25085	P18847
PA25086	P18848
PA25090	Q9Y2D1;A8K3H7
PA25091	P18850
PA164716250	Q99941;Q6AZW6
PA25092	P17544
PA134872167	Q9H0Y0
PA24879	O94817
PA165543187	O75143;A8K0S6
PA162377101	Q2TAZ0
PA162377102	Q96BY7
PA134883444	Q9NT62
PA25184	Q8WYN0
PA134898340	Q9Y4P1
PA25183	Q96DT6
PA134907475	Q86TL0
PA24880	Q9H1Y0;A9UGY9
PA134983397	O95352
PA134931318	Q7Z3C6
PA134883165	Q674R7
PA143485374	Q9BSB4
PA25173	Q9UII2
PA24554	Q8N6G6;Q6MZQ3
PA134920655	Q86TH1
PA134934525	P82987
PA134879921	Q6UY14;Q9UFG7
PA134867057	Q6ZMM2;Q0VD77
PA36061	Q8WXF7;Q53F53
PA164716322	Q8NHH9
PA164716353	Q6DD88
PA162377191	O43313
PA61	Q13315
PA27487	P54259;Q86V38
PA28442	P54710;Q8N8W8
PA25095	Q92858
PA38369	Q8N100
PA134904746	Q96SQ7
PA25096	O00244
PA142670557	Q9Y6H3
PA25113	P20648;Q658V6
PA25114	P51164
PA25128	P56381
PA25135	O75947;A0PJH2
PA25136	P56385
PA25137	P18859;Q6IB54;Q6NZ59
PA25143	O75964
PA25514	P56378
PA72	Q04656;Q59HD1;Q762B6
PA73	P35670
PA31222	P03928
PA25171	O75110
PA25172	O43861;B3KSI8
PA25115	P25705
PA25122	P06576
PA25127	P30049
PA38687	Q5TC12;A8MRA7
PA38686	Q8N5M1
PA25125	P36542;Q8TAS0
PA25138	P56134
PA134968209	Q96IX5
PA25144	P48047
PA162378074	Q6ZP68
PA38363	Q6RW13
PA162377290	Q8WXE1
PA134961599	Q5VV63
PA25178	O75882
PA25179	P46100
PA74	Q13535
PA24537	Q9H324;Q6ZN14
PA24538	P58397
PA24539	Q76LX8;B3KWF7
PA24540	Q8WXS8
PA24541	Q8TE58
PA24542	Q8TE57;Q2XQZ0
PA24543	Q8TE56
PA24544	Q8TE60;Q6ZN25;Q2VYF7
PA24545	Q8TE59
PA24536	Q9UHI8;Q8NE26
PA134901626	P59510
PA24546	O95450
PA24547	O15072
PA24548	O75173
PA24550	Q9UKP5;Q5IR90
PA24551	Q9UKP4;Q9UFZ4
PA24553	Q9P2N4
PA36338	P17735
PA34959	Q9UBB4
PA162377321	P0C7T5
PA34958	P54253
PA128394585	Q8WWM7
PA34968	Q99700
PA134884147	Q9H3M9;B4DYC7
PA134971833	P54252
PA34973	O15265;Q9UPD8
PA147358728	Q9H1Z8
PA25181	Q13825
PA142672453	Q9H7T9
PA25182	Q9Y679
PA36201	O14965
PA36199	Q96GD4
PA36200	Q9UQB9
PA134863175	Q8WXX7
PA27423	O75061
PA134874337	Q9NQS1
PA38380	O75366
PA164716408	Q8NBF6
PA134905326	Q5T686
PA24494	P27037
PA24495	Q13705
PA164716409	Q58HT5
PA164716410	Q6E213
PA162380171	Q3ZCQ2
PA142672443	Q5T1B0
PA25195	O15169
PA25196	Q9Y2T1
PA134950985	Q9H6S1
PA31887	O14977
PA142672642	Q96A70
PA76	Q07817;Q5TE63
PA25307	Q92843
PA25304	Q9HD36
PA25305	O43521
PA25306	Q9HB09;Q3SY17
PA134912159	Q9BXK5;Q86T62
PA134870762	Q9BZR8
PA162377411	Q5TBC7
PA25303	Q16548
PA25207	P61769
PA35896	P04920;Q99654
PA35897	P48751
PA35901	Q96Q91
PA35895	P02730
PA25215	Q9P2W7
PA25216	Q9NPZ5
PA25217	O94766
PA25211	O75752;Q7L9G8;B3KTQ4;Q49AT3;Q8TDY1
PA142672567	Q8NCR0
PA144596515	Q6Y288
PA25218	Q9NY97
PA25219	Q9Y2A9
PA25220	Q9C0J1
PA25221	Q9BYG0
PA164741288	Q6ZMB0;A8K9Q8
PA38692	Q8NFL0
PA134910679	Q7Z7M8
PA164716431	Q6UX72
PA134910219	Q67FW5
PA25209	Q9Y5Z6
PA25210	O43825
PA25212	O96024;Q5STJ7;B3KQP5
PA25213	Q9Y2C3
PA25214	Q96L58
PA164741279	O43505
PA28532	Q00973
PA134988070	Q8NHY0
PA142672564	Q6L9W6;Q8N9V0
PA142672565	Q76KP1
PA25223	P15291
PA25224	O60909
PA25225	O60512
PA25226	O60513;B2RAZ5;B3KM35
PA25227	O43286
PA25228	Q9UBX8
PA25229	Q9UBV7
PA162377328	Q9UPM9
PA162377347	Q9BPU9
PA25230	Q8WXS3
PA25231	Q14032
PA162378767	Q9NWV8
PA25419	Q9NXR7
PA134907908	Q8WZ19
PA36591	Q13829
PA134938409	Q9H3F6
PA25232	P56817
PA25233	Q9Y5Z0
PA25234	O14867
PA25235	Q9BYV9
PA142672655	O00154
PA25236	Q92934
PA162377348	Q9H503
PA134903639	O75531
PA25237	Q99933
PA25238	O95816
PA25239	O95817
PA25240	O95429
PA25241	Q9UL15
PA25264	P46379
PA25242	Q13072
PA25244	Q86Y29
PA25245	Q86Y28
PA25246	Q86Y27
PA128394719	Q9P281
PA128394592	Q8TBE0
PA25251	Q9UQB8
PA25252	O94812
PA165478560	Q6ZNE5
PA25253	Q16611
PA134909139	Q13145
PA128394677	Q8NDB2
PA134933411	Q8N9N5;B4DE54;B3KM38
PA142672232	Q8IXM2
PA25254	Q92560
PA134939094	Q9UHQ4
PA128394569	P51572
PA25256	Q99728;A0AVN2
PA25257	Q9BZE3
PA25258	Q9NY43
PA25259	Q9HBU1
PA25260	Q9UMQ3
PA25433	P35613;Q54A51
PA25261	P80723
PA35927	P82251
PA143485315	Q8N1L9
PA162377349	Q9NR55
PA25268	Q16520
PA25269	Q07812
PA25270	Q9NRL2
PA25271	Q9UIG0
PA25272	Q9UIF9
PA25273	Q9UIF8
PA38471	Q96PG8;Q9BXH1
PA134886442	Q8ND07
PA143485387	Q8TAM1
PA162377350	Q6ZW61
PA25275	Q8NFJ9
PA25276	Q9BXC9
PA25278	Q96RK4
PA25279	Q8N3I7
PA134923753	Q8IWZ6
PA25280	Q8WY36;A8K6U2
PA25300	Q9H165
PA25301	Q9C0K0
PA30484	P50895
PA134979629	Q6ZUJ8;Q86YV3
PA25281	P56945;B2RBL9;B3KWE2
PA25283	O75815
PA25284	O75363
PA25286	Q9H6U6;Q05D99
PA25287	Q8TDM0
PA25288	P54687
PA25289	O15382
PA25290	Q9P287
PA162410929	Q9NWK9
PA37812	Q9HAY6
PA162377424	Q9BYV7
PA36542	O60756;Q04727
PA134899581	O14874
PA25299	O95999
PA25302	P10415
PA25310	P20749
PA25313	Q8N143;A8KA13
PA25312	P41182;B5B0A5
PA25314	Q4VC05
PA25315	Q9BQE9
PA25316	Q8WUZ0
PA134974002	Q86UU0
PA25318	O00512
PA134885371	A2AJT9
PA134868035	Q9NYF8
PA134921737	Q6W2J9
PA25321	P11274
PA25327	Q9Y276
PA164716652	Q8NFC6
PA166048984	Q8IYS8
PA142672559	Q9BUT1
PA25331	Q02338
PA31891	P23560
PA25336	A6H8Y1
PA25337	Q14457
PA162377453	Q9BUH8
PA164716507	Q8NDZ0;B3KXX8
PA164716540	Q5T5X7
PA164716541	Q6ZU67
PA164716542	Q7L4P6
PA164716559	Q5SZJ8
PA164716578	Q8N7W2
PA162377454	O76090
PA162377481	Q8NFU1
PA162377503	Q8N1M1
PA162377520	Q8NFU0
PA134970036	Q9NYM9
PA25338	O15155;Q53XK0
PA25340	Q9HBH7
PA134977614	Q9BXY8
PA31616	Q00994
PA162377543	Q9NWD9
PA162377554	Q5H9J7
PA38460	Q9NZS9
PA25343	Q12934;B7Z999
PA25344	Q13515
PA28709	P16278
PA24415	P16442
PA36484	Q15582
PA29075	P08236
PA164716602	Q7RTU4
PA164716601	Q7RTS1
PA36650	Q8NFJ8
PA164716615	Q8NDY6
PA25347	O14503;Q6IB83
PA164716636	Q9C0J9;Q8TAT1
PA134895992	Q6PI77
PA25350	Q93088
PA25351	Q9H2M3
PA36440	P55061
PA142672562	Q9UHR4
PA142672563	Q6UXY1
PA134878124	Q9H694
PA25352	Q96G01;A8MVZ6
PA134969018	Q8TD16
PA143485416	Q6ZP65
PA162381686	A1A5D9
PA28735	Q9NZM4
PA134964468	Q6AI39
PA25353	P55957;A8ASI8;B2ZP79;B3KT21
PA25373	P53004
PA134908197	Q9Y6D6;B3KMS9
PA24945	Q9Y6D5;Q59FR3;Q86TH5
PA134888863	Q5TH69
PA25354	Q13323
PA25355	O00499
PA25356	Q9UBW5
PA25357	Q9NQY0
PA29504	P11021
PA162396805	Q13075
PA25359	Q13490
PA25360	Q13489
PA25362	O15392
PA25363	Q9NR09
PA25364	Q96CA5
PA25365	Q96P09;Q6PIA0
PA25366	Q86UB2
PA79	P46663
PA80	P30411
PA28617	P78537
PA134936108	Q6QNY1
PA134884924	Q6QNY0
PA142672088	Q9NUP1
PA134921692	Q8TDH9
PA33398	Q9UL45;B3KY40
PA25367	P62952
PA162377555	Q8IZY5
PA25368	P51451;Q05D26
PA25370	Q13867
PA25369	P54132
PA25371	Q8WV28
PA25374	P30043
PA24996	O00327
PA134896555	Q8WYA1
PA134893658	Q96LC9
PA25376	P35226
PA134953092	O95393
PA25378	O95972
PA25377	P13497
PA134992822	Q9NSY1
PA25379	P12643;C8C060
PA25380	P12645
PA25381	P12644;Q53XC5
PA25382	P22003
PA25383	P22004;Q4VBA3
PA25384	P18075;A8K571
PA134894231	Q7Z5Y6
PA25385	P34820
PA142672557	Q8N8U9
PA25388	Q13873
PA25386	P36894
PA25387	O00238
PA162377556	Q14692
PA25389	P51813
PA162377410	Q7Z5W3
PA25391	Q01954
PA134953132	Q6ZN30
PA25395	O60238;Q6IBV1
PA25393	Q12982
PA25394	Q12983
PA162380399	P0C671
PA38196	Q7Z465
PA143485316	Q9BWV1;Q96DN7
PA164716651	Q96IK1
PA25274	O75936
PA25396	Q9UMX3
PA142672552	Q9Y3E2
PA143485317	Q9H3K6
PA142672554	Q53S33;Q8N338
PA25397	Q8N9W6
PA25398	Q14137
PA145149415	Q7L3V2
PA162378045	Q6PGQ7
PA30421	Q969J3
PA142672242	Q96GS4
PA134928831	Q96B45
PA26281	Q53HL2
PA38396	O14613
PA38429	Q9UKI2
PA134989100	Q6NZY7
PA38439	Q9H3Q1;B2R6D8
PA38430	Q00587
PA25402	Q86WA6
PA33423	Q9NP55
PA25781	Q96DR5
PA25782	Q9BQP9
PA25654	Q8TDL5
PA25404	Q8N4F0
PA25727	P59826
PA25728	P59827
PA25406	Q8NFQ5
PA25405	Q8NFQ6
PA25403	P17213
PA29310	P50747
PA25407	O95861
PA162377557	Q12830
PA25408	P15056
PA25410	Q7Z569;Q59H81
PA134959439	Q6PJG6
PA25411	P38398
PA25412	P51587
PA134922847	P46736
PA25413	O95696
PA25414	P25440
PA25415	Q15059
PA25416	O60885
PA25417	Q9NPI1
PA134923194	Q9H0E9
PA134866578	Q9H8M2;B4DXI2
PA25418	Q58F21
PA34427	Q5VTR2
PA34440	O75150
PA164741329	Q9HAW0
PA25423	Q8WY22
PA25422	O95415
PA162378367	Q6PL45
PA134866423	Q8WUW1
PA134968356	Q5PSV4
PA164741342	Q9HCU9
PA27156	O60477
PA142671895	Q9C0B6
PA142671896	Q76B58
PA134871908	Q96NH3
PA142672509	Q5VW32
PA25424	P55201
PA25425	Q9ULD4
PA25427	P32247
PA134888976	Q8TDC3
PA36212	Q8IWQ3
PA134906879	Q9NSI6
PA134900775	Q6RI45
PA165660166	Q8TDN6
PA25432	Q96G97;Q53EN3
PA142672548	Q9NW68
PA162377618	Q3C1V8
PA134911659	Q8WZ55;Q5VU50
PA25434	Q9UPA5
PA164716709	Q075Z2
PA134979106	Q5W0U4
PA33835	Q9GZN4
PA25435	Q10588
PA25436	Q10589
PA25455	Q13410;Q4VAN2
PA25456	Q7KYR7
PA25457	Q8WVV5
PA25459	O00481;A8K547
PA25460	P78410
PA25461	O00478
PA142672545	Q96K17
PA25437	O14981;Q2M1V9;Q8N6J1
PA25438	Q9H0C5
PA25439	Q9BX70
PA25440	Q9Y2F9
PA128394741	Q96KE9
PA134938971	Q9P203
PA134916444	Q5XKL5
PA134891920	Q96Q07
PA142672543	Q9BSF8;Q6P5W1
PA134975180	A6QL63;B3KVD0;B3KXB0
PA134900594	Q32M84
PA162377627	A6NE02
PA165543229	B2RXH4
PA165750488	C9JJ37
PA25442	P35070
PA25443	P43251
PA25445	P20290
PA25450	P62324;Q6IBC8
PA25451	P78543
PA25452	Q14201;Q6IAU3
PA25453	Q9NY30
PA25454	Q06187;Q5JY90
PA134968341	Q7Z6A9
PA25463	Q9UIR0
PA25464	Q6UXE8
PA134918466	Q6UX41
PA134945306	Q6UXG8;Q8N324
PA82	O60566
PA81	O43683
PA25467	O43684
PA144596512	Q9BRD0
PA38133	O43709
PA144596513	P41223
PA418	Q9UBR1;B3KNC1
PA35847	Q8N1D0
PA134943137	O95971;Q6FH89
PA25472	Q13895
PA38535	Q7L1Q6
PA38690	Q9Y6E2
PA144596469	Q96A19
PA134948675	Q68D86
PA143485386	Q99622
PA133	P15538;Q8TDD0
PA134	P19099
PA162381473	A2RUR9
PA162381474	Q3MJ40
PA164717677	Q6NUI1
PA26190	Q86VB7
PA142672145	Q9NR16
PA142672146	Q6UWJ8
PA134863153	Q9Y4F5
PA134864340	Q69YN2
PA134914164	Q2TBE0
PA164717007	Q13901
PA134974626	Q96EU7
PA134971259	Q9NS00
PA25622	P02745
PA25624	Q07021
PA25623	P02746
PA25626	P02747
PA134915960	Q7Z5L3
PA134891919	Q5VWW1
PA142672536	Q86Z23
PA25627	Q9NPY3
PA134951551	O75973
PA25628	Q9BXJ1
PA25629	Q9BXJ5
PA25630	Q9BXJ4
PA25631	Q9BXJ3
PA30776	Q9BXJ0;Q9BY79
PA25633	Q9BXI9
PA25634	Q9BXJ2
PA134914298	P60827
PA134957759	Q9NZP8
PA25635	P00736
PA25636	P09871
PA145008937	P0C862
PA31236	P11586
PA134927803	Q6UB35
PA162383091	Q4G0S4
PA162382150	Q96HQ2
PA162379049	O14523
PA165478510	Q8NCU7
PA165478519	A6NLJ0
PA165393218	Q8TF44
PA162379018	Q9Y426
PA162379082	Q4AC94
PA143485515	Q86YS7
PA24734	Q53TS8
PA142672197	Q6P1N0
PA142672198	Q5T0F9
PA162381194	Q9P2K1
PA162381273	Q6DHV5
PA165750504	B7Z1M9
PA30795	P33076;Q66X48
PA25898	Q16581;A8K2H7
PA134875001	Q9NRR8
PA133787056	Q9NRR3
PA25905	P04003
PA25908	P20851
PA35607	Q99643
PA134872038	Q8N8Q1;Q6ZQS1
PA134977950	O14569
PA25920	P21730
PA28920	Q9P296
PA26093	Q9UKL3
PA30805	Q8TCZ2
PA25610	Q9H246
PA134961848	Q9BWL3;Q09GN0
PA134861089	Q9BV19
PA142672503	Q8N6N3
PA142672504	Q5VUE5
PA142672505	Q8WWF1
PA142672523	Q96LT6
PA142672471	Q8N0U7
PA142672478	Q6P1W5
PA142672484	Q5SVJ3
PA142672489	O95561
PA142672493	Q9NX04
PA142672496	Q9NSG2
PA142672499	Q9H7X2
PA142672440	Q6ZSJ8
PA142672449	Q8NDD1
PA142672459	Q5JVX7
PA142672463	Q5VVC0
PA142672409	Q8N1D5
PA142672410	Q96HA4
PA142672413	Q8NEQ5
PA143485318	Q8IYL3
PA142672433	Q5T7R7
PA142672400	Q5VU69
PA145149814	Q5T5A4
PA143485319	Q9H425
PA144596510	Q8IVY1
PA162378892	Q8TAB5
PA164717033	A1L170
PA165750489	Q6ZS94
PA86	P54289
PA26012	Q9NY47
PA26013	Q8IZS8
PA130546913	Q7Z3S7
PA134943744	Q9H8G2
PA128394663	Q9Y376
PA142670940	Q9BRK5
PA164717549	Q9Y6J0
PA134880184	Q8TDN4;A7K6Y5
PA25692	Q9BTV7
PA26000	Q9NZU7
PA26001	Q9NPB3
PA26003	P57796
PA26004	Q9NP86
PA134928335	Q86V35
PA26045	Q9BXU9;A4D1Z1
PA162379775	Q96KC9
PA26005	O75952
PA26007	O00555;B5TYJ1
PA26008	Q00975;Q59FJ3
PA83	Q13936
PA84	Q01668;Q59GD8
PA26009	Q15878
PA26010	O60840
PA381	O43497
PA380	O95180;B3KQH9
PA26011	Q9P0X4
PA85	Q13698
PA87	Q02641;B3KXG1
PA88	Q08289;P32881;Q59H42;Q5VVH1
PA89	P54284
PA26014	O00305
PA134869023	Q86Y37
PA128394699	Q9P1Z2
PA143485407	Q13137
PA26862	P43155
PA26283	Q9Y6N8
PA26284	P55287
PA26285	P55289
PA26287	P55290
PA26288	P55291
PA26289	O75309
PA26290	Q12864
PA26291	Q13634
PA26292	Q9H159
PA26294	Q9HBT6
PA26295	Q9UJ99
PA26296	Q9H251;Q8N5B3;A5D6V9;Q6P152
PA26297	Q86UP0
PA26298	Q8IXH8
PA26282	P12830
PA26293	P19022
PA26299	P22223
PA26300	P55283
PA26301	P33151
PA26302	P55285
PA26303	Q9ULB5
PA26304	P55286
PA26305	Q9ULB4
PA29764	Q9BY67
PA162380882	Q8N3J6
PA162380906	Q8N126
PA162380931	Q8NFZ8
PA142672519	Q5T440
PA26446	Q13111
PA26447	Q13112
PA134933951	Q8TC20
PA25985	Q9NS85
PA25986	O75493
PA25987	O43570
PA134891311	Q8N1Q1
PA25988	Q9ULX7;A8K3J4
PA25984	P00915
PA25989	P00918
PA25990	P07451
PA25991	P22748
PA25992	P35218
PA25993	Q9Y2D0
PA25995	P23280;Q8N4G4
PA25996	P43166
PA25997	P35219
PA25998	Q16790
PA142672211	Q5VU97
PA162380954	Q8IU99
PA162380963	Q9HA72
PA162380976	Q86XJ0
PA162387625	Q5JW98
PA162387635	Q8N5C1
PA162387644	Q5R3K3
PA26026	P05937
PA26027	P22676;A6NER6
PA26029	P06881;P01258
PA26030	P10092
PA26032	P30988
PA26034	Q05682
PA26140	Q13939;Q8WX35;Q8WWB2
PA26044	P27482
PA134903345	Q96GE6
PA134862009	Q9NZT1;Q53H37
PA134968051	Q8TD86
PA134922944	Q96L12
PA26033	Q16602
PA26046	P27797
PA26047	O43852;Q6IAW5;B3KNG6
PA26055	P27824
PA162380987	Q9NYX4
PA142672205	Q8NCB2
PA26053	P49069
PA134866541	Q5T5Y3
PA142672206	Q08AD1;B3KTI4
PA134885087	Q9P1Y5
PA26054	P49913
PA26058	Q9HC96
PA26059	Q9UMQ6
PA134863447	Q6ZSI9
PA134931170	Q6MZZ7
PA134888839	A8MX76;B7Z467
PA36019	O75808
PA26057	P07384
PA26060	P17655;Q59EF6;B4DN77
PA26061	P20807;Q762C8
PA26062	O15484
PA26063	Q9Y6Q1
PA26064	Q9Y6W3;Q7Z479
PA26066	O14815;Q6PIV8
PA33681	P63098
PA33682	Q96LZ3
PA142672207	Q86VP6
PA142672208	O75155
PA134984439	Q8WVQ1
PA399	Q01518
PA134989437	P40123;Q5JPJ8
PA25206	P20160
PA162398977	Q9H4Z3
PA26056	P40121
PA142671259	O75052
PA30508	Q14444
PA162381044	Q6IMN6
PA26024	Q9ULU8
PA26025	Q86UW7;B7ZM57
PA142672204	Q8WWF8
PA26072	P47756;Q7L4N0
PA134927444	Q9BWT7
PA26073	Q9BXL7;Q8TES3
PA134959119	Q9BXL6
PA164717628	Q5EG05
PA164717641	Q5XLA6
PA164717642	P57730
PA134909664	Q96LW7
PA26076	Q9BX69
PA134916154	Q9Y2G2
PA26077	Q9H257
PA162382149	Q9NXV6
PA162394368	Q5VZK9
PA162401371	Q6F5E8
PA162394445	Q8ND23
PA134959553	Q86X55
PA134929393	Q8N4J0
PA24748	Q8N187
PA162381084	Q16568
PA26948	P47710
PA26950	P05814
PA134895953	Q6TDU7
PA134948596	O15234
PA142672200	Q6P4E1
PA143485408	Q96PB1;Q8WZ77
PA26949	P07498
PA31538	Q14511
PA26083	P29466
PA26086	P42575
PA26087	P42574
PA26088	P49662
PA26089	P51878
PA26090	P55212
PA26091	P55210
PA26092	Q14790
PA26094	P55211
PA26084	Q92851
PA26085	P31944;B2CIS9
PA162382924	Q13948;P39880
PA26095	P31415
PA26096	O14958
PA26097	P41180
PA162381095	Q9NQ75
PA164720260	Q8WTX7
PA164720237	A6NHX0
PA164720213	Q8NAP1
PA142672203	Q86V15;B3KRV8
PA26099	P04040
PA27027	P07858
PA27028	P53634
PA27029	P07339
PA27030	P14091
PA27031	Q9UBX1
PA27032	P08311
PA27033	P09668
PA134932683	Q8WUQ7
PA162379334	Q7Z7H3
PA27034	P43235
PA162382890	P07711
PA27036	O60911
PA27040	P43234
PA27041	P25774
PA27042	P56202
PA27043	Q9UBR2
PA26107	Q03135;Q7Z4F3;Q2TNI1;Q59E85;A9XTE5
PA26108	P51636;Q53X57
PA26109	P56539
PA34031	Q6NZI2
PA35615	O95810
PA33764	Q969G5
PA164723237	Q5BKX8
PA26068	Q13938;Q96ET4
PA38405	Q9BXY5
PA26069	P52907
PA26071	P47755;A4D0V4
PA134990260	Q96KX2
PA134861678	Q8WU43
PA134977296	Q68DN1
PA147358740	Q9NWW7
PA162379166	Q96LS8
PA162379180	Q96LR7
PA162379428	Q6UXQ4
PA162379474	Q2NKX9
PA162379487	Q8N8R5
PA162379532	Q8N5S3
PA162379547	A8MZ97;C9JBF1
PA162379558	Q3KRA6
PA162379620	Q0P641
PA164717149	Q53S99
PA134913801	Q9H9S4
PA142672058	Q6P9G0
PA134919853	Q8N350
PA134897916	Q8IVU9
PA35033	P08185
PA26116	Q13191;B3KSS7
PA26117	Q9ULV8
PA134934025	Q8N7E2
PA26118	P23435
PA26119	Q8IUK8
PA134885212	Q6UW01
PA26120	Q9NTU7
PA26115	P22681
PA26816	P15085
PA26817	P48052
PA26818	P15088
PA26819	Q9UI42;A4D1M3
PA26820	Q8WXQ8;A4D1M2
PA38444	Q8N4T0
PA26821	P15086
PA26822	Q96IY4
PA24630	Q9UPW5
PA142672634	Q5U5Z8
PA142672635	Q8NEM8
PA134923894	Q96MI9
PA162375816	Q8NDL9
PA142672636	Q5VU57
PA26823	O75976
PA26824	P16870
PA26828	P14384
PA26829	P15169
PA164741367	Q8IVL8
PA26854	Q66K79
PA26866	Q92793
PA26121	P16152
PA26122	O75828
PA144596471	Q8N4T8
PA26123	P35520;Q9NTF0
PA26124	Q9BRT8
PA26125	Q8IUF1
PA134863724	Q5JTY5
PA145149332	Q4V339
PA26126	P83916;Q6IBN6
PA26127	Q14781
PA26128	Q13185;A4D177
PA26129	O00257
PA26130	P45973
PA26131	O95503
PA26132	O95931
PA26133	Q9HC52
PA25886	Q9Y3M2
PA144596272	Q8NA61
PA162381185	A6NI87
PA134883066	Q9HBI5
PA134941482	Q9UK00
PA134977176	Q8ND61
PA142672383	Q8N5N4
PA142672394	Q6P1S2
PA142672397	Q3SXR2
PA142672399	Q5JPI3
PA143485337	Q6ZUJ4
PA162379670	Q6ZVT6
PA162379707	A6NLC5
PA165696932	P0CE67
PA145008596	Q8IW40
PA145008634	Q8IYK2
PA145008652	Q9BWC9
PA145008668	Q8WV48
PA162381283	Q8TBZ0
PA145008783	Q8NEF3
PA145149245	Q9H0I3
PA145149267	Q96M63
PA145149287	Q96NT0
PA145149301	Q8IYX3
PA145149315	Q8IWD4
PA145149329	Q96HB5
PA147358222	Q6ZUS5
PA147358230	Q5T0U0
PA147358292	Q96CT7
PA147358306	Q86Z20
PA162381284	Q96EE4
PA162381297	Q96BQ5
PA162381331	P13994
PA162381361	Q9H6E4
PA162381381	Q96JN2
PA162381422	Q6PK04
PA162381439	Q96M89
PA162381440	Q96MF4
PA162381449	Q6ZP82
PA162381450	Q17RM4
PA162381475	Q8IYE0;Q96MS1
PA162381559	Q8NFR7
PA162381560	Q6ZUS6
PA26254	Q9UNH5;Q59EF4
PA26255	O60729
PA162381583	Q8NCX0
PA162381584	A5D8V7;B3KPH7
PA162381615	Q4G0S7
PA162381639	Q494R4
PA164717678	Q569K6
PA165756450	A6NGH7
PA134900129	Q9P0B6
PA162378105	A6NNP5
PA134876442	Q8IYT3
PA134921892	Q6TFL3
PA134867240	P0C7W6
PA162379577	Q0VFZ6;B4DX81
PA134914840	Q6PII3
PA134979792	Q5BJE1;A1L4G8
PA165585576	Q9P1Z9
PA142672498	Q5TID7
PA134944889	Q5T5S1
PA162377998	Q52MB2
PA142672515	Q8N715
PA134904295	Q7Z3E2
PA164716879	A1A4V9
PA142672494	Q86UF4
PA134916748	Q8NCU4
PA134868494	Q9NVL8
PA134939277	Q8IWP9
PA142672186	Q9BUN5
PA134936902	Q9NV96
PA134993260	Q3MIR4
PA143485425	Q96AQ1
PA143485426	Q96LY2
