UniRef100_P31946	P31946;V9HWD6
UniRef100_Q12802	Q12802;A0A2X0SF55
UniRef100_Q9ULX6	Q9ULX6;B3KMD4
UniRef100_P31749	P31749;B0LPE5
UniRef100_P31751	P31751;A8MX96;J3QLS6;C9JHS6;M0QZK3;E7EVP8;B4DG79;B3KP61
UniRef100_Q9Y243	Q9Y243
UniRef100_Q9H8T0	Q9H8T0;A0A024R6T5
UniRef100_Q96B36	Q96B36;A0A024QZF6
UniRef100_Q8N8R7	Q8N8R7;E9PRK7
UniRef100_P00352	P00352;V9HW83;Q5SYQ8;Q5SYQ7;B4DDF8
UniRef100_O94788	O94788;H0YKL3
UniRef100_P47895	P47895;A0A024RC95
UniRef100_P30837	P30837;B4DLJ0
UniRef100_O75891	O75891
UniRef100_Q3SY69	Q3SY69
UniRef100_Q60I27	Q60I27;A0A024R2U1
UniRef100_P30838	P30838;C9JMC5;I3L3I9
UniRef100_P51648	P51648;J3KTD9;Q59H65
UniRef100_P43353	P43353;A0A024R5D8
UniRef100_P48448	P48448;E9PJV0;E9PKY9
UniRef100_P30038	P30038;A0A024RAC7
UniRef100_P20292	P20292;A0A087WW23
UniRef100_P49419	P49419;A0A1B0GUA1
UniRef100_Q9H2A2	Q9H2A2
UniRef100_P49189	P49189
UniRef100_P24298	P24298
UniRef100_Q8TD30	Q8TD30;A0A024R6R2;B3KR40
UniRef100_P02768	P02768
UniRef100_P05091	P05091;A0A384NPN7;B4YAH7
UniRef100_P04075	P04075;V9HWN7
UniRef100_P05062	P05062;A0A024R145
UniRef100_P09972	P09972;A0A024QZ64;B7Z1N6
UniRef100_P15121	P15121;A0A024R7A8;O15289
UniRef100_P84996	P84996
UniRef100_Q2TAA5	Q2TAA5
UniRef100_Q9BV10	Q9BV10;A0A024R4V6
UniRef100_Q9NP73	Q9NP73
UniRef100_Q96F25	Q96F25
UniRef100_Q6GMV1	Q6GMV1;A0A087WZJ8
UniRef100_Q9BT22	Q9BT22;K7EID2
UniRef100_Q9H553	Q9H553;A0A024R184;B3KNL8
UniRef100_Q92685	Q92685
UniRef100_Q9Y673	Q9Y673
UniRef100_Q9Y672	Q9Y672;S4R350
UniRef100_Q9BVK2	Q9BVK2;A0A024R5K5
UniRef100_Q9H6U8	Q9H6U8;A0A087WZ62
UniRef100_Q13686	Q13686
UniRef100_Q6NS38	Q6NS38;F5GZZ0;F5H5X2
UniRef100_Q96Q83	Q96Q83;E9PRD0
UniRef100_Q9NXW9	Q9NXW9
UniRef100_Q6P6C2	Q6P6C2
UniRef100_Q3KRA9	Q3KRA9;B2RAE0
UniRef100_Q9BT30	Q9BT30
UniRef100_Q96BT7	Q96BT7
UniRef100_Q6UXT8	Q6UXT8
UniRef100_Q6UX46	Q6UX46;A0A0B4J1W8
UniRef100_Q6ZNB7	Q6ZNB7;X5D773
UniRef100_Q9UM73	Q9UM73;A0A0K2YUJ3;A0A087WZL3;Q580I3
UniRef100_Q8N6M5	Q8N6M5
UniRef100_Q8TCU4	Q8TCU4
UniRef100_Q96QP1	Q96QP1
UniRef100_Q86TB3	Q86TB3
UniRef100_Q96L96	Q96L96
UniRef100_P55789	P55789;H3BRD2
UniRef100_Q96Q42	Q96Q42;A8K4R4
UniRef100_P35858	P35858
UniRef100_Q15699	Q15699;V9HWA7
UniRef100_O95076	O95076;A0A3B3IS30
UniRef100_Q9H161	Q9H161
UniRef100_Q9UHK6	Q9UHK6
UniRef100_Q9NP70	Q9NP70;Q546D7
UniRef100_P02760	P02760;P78492
UniRef100_P19021	P19021
UniRef100_Q99217	Q99217
UniRef100_Q99218	Q99218
UniRef100_Q5JTC6	Q5JTC6
UniRef100_Q8N7J2	Q8N7J2;Q8N785
UniRef100_Q8N944	Q8N944;C9JS07;C9J4B8
UniRef100_Q6DCA0	Q6DCA0;A0A024RAG1
UniRef100_Q9UKV5	Q9UKV5;A0A024R6R5;Q1RN03
UniRef100_Q86WK6	Q86WK6
UniRef100_Q86SJ2	Q86SJ2;A0A024R127;B3KS95
UniRef100_Q86WK7	Q86WK7
UniRef100_Q16671	Q16671
UniRef100_Q9Y4X0	Q9Y4X0;A0A0S2Z4X0
UniRef100_Q8IY45	Q8IY45;F5GWF7;F5H1R2
UniRef100_Q9BXJ7	Q9BXJ7;B3KP64
UniRef100_Q8IY63	Q8IY63;A0A024R3A6
UniRef100_Q9Y2J4	Q9Y2J4;D6RCL7;D6RBK2;D6RJA4;D6RF61
UniRef100_Q4VCS5	Q4VCS5;E7ERM3
UniRef100_Q9H4A4	Q9H4A4
UniRef100_P23109	P23109;Q6F4B9
UniRef100_Q01433	Q01433;A0A5F9UK94
UniRef100_Q01432	Q01432;E9PLK6
UniRef100_Q07075	Q07075
UniRef100_P49418	P49418
UniRef100_P28838	P28838
UniRef100_P15144	P15144;A0A024RC61;B4DV63;B4DP96
UniRef100_Q8N6M6	Q8N6M6;A0A024R9S7;A0A0A0MST7
UniRef100_Q6Q4G3	Q6Q4G3
UniRef100_Q9C0C7	Q9C0C7
UniRef100_P30533	P30533
UniRef100_Q6UX39	Q6UX39;F1T0L8
UniRef100_P04745	P04745;Q5T084;Q5T085
UniRef100_P19961	P19961;C9J2Z5;C9JWK7
UniRef100_P04746	P04746;A0A024QYW2
UniRef100_Q400G9	Q400G9;A4D202;B4DIY9
UniRef100_Q86W34	Q86W34;J3KRD0;J3KS38;J3QLK6;J3KSH1
UniRef100_Q8IZ07	Q8IZ07;Q3ZTS7;B4DDL0
UniRef100_Q86YJ7	Q86YJ7;A0A024QZ29
UniRef100_Q8N6S4	Q8N6S4
UniRef100_Q6ZTN6	Q6ZTN6;A0A024R5D5;B3KND9
UniRef100_Q8IVF6	Q8IVF6
UniRef100_A2A2Z9	A2A2Z9
UniRef100_Q5CZ79	Q5CZ79
UniRef100_Q9BXX3	Q9BXX3;R4GNA2
UniRef100_Q9BXX2	Q9BXX2
UniRef100_P39687	P39687;Q08AJ6;A0A384P5U2
UniRef100_Q92688	Q92688
UniRef100_O43423	O43423
UniRef100_O95626	O95626
UniRef100_Q9BTT0	Q9BTT0
UniRef100_A6NCL7	A6NCL7
UniRef100_Q69YU3	Q69YU3
UniRef100_A5PLL1	A5PLL1
UniRef100_P0C6C1	P0C6C1
UniRef100_A6QL64	A6QL64;A0A0C4DGX0
UniRef100_Q8N2N9	Q8N2N9
UniRef100_Q5JPF3	Q5JPF3
UniRef100_P54802	P54802;A0A140VJE4
UniRef100_Q9UJX6	Q9UJX6;B4DJR9
UniRef100_Q96K21	Q96K21;H3BUW6
UniRef100_P10275	P10275;Q9NUA2
UniRef100_P16860	P16860
UniRef100_P23582	P23582
UniRef100_Q9P2R3	Q9P2R3
UniRef100_P01160	P01160;B0ZBE8;A0A087X094
UniRef100_Q9UNK9	Q9UNK9;A0A024R6B2
UniRef100_Q5VTE6	Q5VTE6
UniRef100_P03950	P03950;W0UV28
UniRef100_O95841	O95841;A0A0A0MSK1
UniRef100_Q9UKU9	Q9UKU9;A0A024R868
UniRef100_Q9Y5C1	Q9Y5C1
UniRef100_Q9BY76	Q9BY76
UniRef100_Q86XS5	Q86XS5
UniRef100_Q8NI99	Q8NI99;A0A024R7A9
UniRef100_O43827	O43827
UniRef100_Q6UXH0	Q6UXH0;K7EIY2;W5VKF7
UniRef100_Q15389	Q15389;B4DTQ9;B4E3G9
UniRef100_O15123	O15123
UniRef100_Q9Y264	Q9Y264
UniRef100_P01019	P01019;B0ZBE2
UniRef100_E9PGG2	E9PGG2
UniRef100_P16157	P16157
UniRef100_Q01484	Q01484
UniRef100_Q12955	Q12955
UniRef100_Q7Z5J8	Q7Z5J8
UniRef100_Q9NU02	Q9NU02
UniRef100_Q8N957	Q8N957
UniRef100_Q8IWZ3	Q8IWZ3
UniRef100_Q9HCJ1	Q9HCJ1
UniRef100_Q8NFD2	Q8NFD2
UniRef100_Q8NAG6	Q8NAG6;A0A499FJM0
UniRef100_Q86XL3	Q86XL3;F5H1D4
UniRef100_Q9BQD7	Q9BQD7
UniRef100_Q15327	Q15327;A0A384NYH5
UniRef100_Q9GZV1	Q9GZV1;A0A0A0MRN9
UniRef100_Q9Y2G4	Q9Y2G4;E5RJ45;E5RIS1;E5RJR9;E5RIJ4
UniRef100_Q92527	Q92527;A0A140VJE5
UniRef100_Q96BM1	Q96BM1;H0YNN1;H0YM08
UniRef100_Q6ZW76	Q6ZW76;D3DUE4;K7ERF3;K7EJY2;K7ERR7;K7EKD2;K7EQE0
UniRef100_Q68DC2	Q68DC2
UniRef100_A6NFN9	A6NFN9
UniRef100_Q9P2S6	Q9P2S6;J3KQ21
UniRef100_Q8IV38	Q8IV38;A0A024R9Z6
UniRef100_Q9H8Y5	Q9H8Y5;B8ZZS4
UniRef100_Q9NQW6	Q9NQW6;A0A024RA49
UniRef100_Q99873	Q99873
UniRef100_P55345	P55345;A0A0S2Z3N3
UniRef100_O60678	O60678
UniRef100_O14744	O14744;G3V5L5;B4DV00
UniRef100_Q96LA8	Q96LA8;A0A3B3ITK4
UniRef100_Q9NVM4	Q9NVM4;A0A024R726;A0A024R6Z2
UniRef100_Q9NR22	Q9NR22
UniRef100_Q6P2P2	Q6P2P2
UniRef100_Q9NW15	Q9NW15;A0A024R2S0
UniRef100_Q5XXA6	Q5XXA6
UniRef100_Q9NQ90	Q9NQ90;Q69YW4
UniRef100_Q9BYT9	Q9BYT9
UniRef100_Q32M45	Q32M45;A0A2R8Y532
UniRef100_Q75V66	Q75V66
UniRef100_Q4KMQ2	Q4KMQ2
UniRef100_Q6IWH7	Q6IWH7
UniRef100_Q9HCE9	Q9HCE9
UniRef100_A1A5B4	A1A5B4
UniRef100_P16066	P16066;A0A140VJE6
UniRef100_P20594	P20594
UniRef100_P17342	P17342
UniRef100_Q9NXR5	Q9NXR5;A0A024RE01
UniRef100_Q6UB99	Q6UB99
UniRef100_Q6UB98	Q6UB98;J3KS53;J3QRX3
UniRef100_Q6P6B7	Q6P6B7
UniRef100_O75179	O75179
UniRef100_Q9H560	Q9H560;A0A024R282
UniRef100_Q5VYY1	Q5VYY1
UniRef100_Q86SG2	Q86SG2
UniRef100_Q8TF21	Q8TF21
UniRef100_Q9UPS8	Q9UPS8
UniRef100_Q96NW4	Q96NW4;K7EIH4
UniRef100_O15084	O15084;A0A024R2I9
UniRef100_Q8N6D5	Q8N6D5
UniRef100_Q8N7Z5	Q8N7Z5
UniRef100_Q8N283	Q8N283
UniRef100_Q7Z713	Q7Z713;B4E066;D6RFF5
UniRef100_Q53RE8	Q53RE8
UniRef100_Q6AI12	Q6AI12;A8IK34;K7ERW4
UniRef100_Q8N9B4	Q8N9B4
UniRef100_Q8N8A2	Q8N8A2
UniRef100_Q5TZF3	Q5TZF3
UniRef100_Q86W74	Q86W74;A0A024R9G2
UniRef100_Q8WVL7	Q8WVL7;A0A024R398;F5H227
UniRef100_Q9ULJ7	Q9ULJ7;Q8TB46
UniRef100_Q8NB46	Q8NB46
UniRef100_Q8N9V6	Q8N9V6
UniRef100_Q6NXT1	Q6NXT1
UniRef100_Q3KP44	Q3KP44
UniRef100_Q9BZ19	Q9BZ19
UniRef100_A6NGH8	A6NGH8
UniRef100_A6NC57	A6NC57
UniRef100_C9JTQ0	C9JTQ0
UniRef100_E5RJM6	E5RJM6
UniRef100_B4E2M5	B4E2M5
UniRef100_Q9H9E1	Q9H9E1;A0A024RAN7
UniRef100_Q92625	Q92625
UniRef100_Q7Z6G8	Q7Z6G8
UniRef100_Q8N8V4	Q8N8V4
UniRef100_P01008	P01008;A0A024R944
UniRef100_Q9H6X2	Q9H6X2
UniRef100_P58335	P58335
UniRef100_A6NF34	A6NF34;A0A087WW08;A0A2U7XUX1
UniRef100_Q9UJ72	Q9UJ72
UniRef100_P50995	P50995;Q5T0G8
UniRef100_P27216	P27216
UniRef100_P04083	P04083;Q5TZZ9;Q5T3N1;A0A4D5RAU4
UniRef100_P07355	P07355;A0A024R5Z7
UniRef100_P12429	P12429;D6RA82;D6RFG5;D6RCA8
UniRef100_P09525	P09525;Q6LES2
UniRef100_P08758	P08758;V9HWE0
UniRef100_P08133	P08133;A0A0S2Z2Z6;E5RJF5;E5RK63;E5RJR0;B7Z582
UniRef100_P20073	P20073
UniRef100_P13928	P13928
UniRef100_O76027	O76027
UniRef100_P28039	P28039
UniRef100_P19801	P19801
UniRef100_O75106	O75106
UniRef100_Q16853	Q16853
UniRef100_P21397	P21397;Q53YE7;Q5ULA3;Q5ULA9
UniRef100_P27338	P27338;B7Z242
UniRef100_Q06278	Q06278;B4DNI5
UniRef100_O60641	O60641;B7Z2C2
UniRef100_Q63HQ0	Q63HQ0
UniRef100_Q10567	Q10567
UniRef100_O43747	O43747;B3KNW1
UniRef100_O75843	O75843
UniRef100_Q9BXS5	Q9BXS5;A0A024R7K8
UniRef100_Q9Y6Q5	Q9Y6Q5
UniRef100_P61966	P61966;A0A024QYT6;A0A2R8YGH5
UniRef100_P56377	P56377;Q549M9
UniRef100_Q96PC3	Q96PC3
UniRef100_O95782	O95782
UniRef100_O94973	O94973
UniRef100_P05549	P05549
UniRef100_P63010	P63010
UniRef100_Q92481	Q92481;A8K557
UniRef100_Q92754	Q92754
UniRef100_Q7Z6R9	Q7Z6R9
UniRef100_Q6VUC0	Q6VUC0
UniRef100_Q96CW1	Q96CW1
UniRef100_P53680	P53680
UniRef100_O00203	O00203;A0A0S2Z5J4
UniRef100_Q13367	Q13367
UniRef100_O14617	O14617
UniRef100_Q9Y2T2	Q9Y2T2;A0A024QZR5;Q8NDP0
UniRef100_P53677	P53677;A0A384NYL6
UniRef100_Q92572	Q92572
UniRef100_P59780	P59780;A0A024RC62
UniRef100_Q96N21	Q96N21
UniRef100_P50583	P50583
UniRef100_Q9Y6B7	Q9Y6B7;A0A024R0J5;B1ALD2
UniRef100_Q9UPM8	Q9UPM8
UniRef100_O00189	O00189;B4DKN7
UniRef100_Q9Y587	Q9Y587;G3V3X7;G3V4P7
UniRef100_Q2VPB7	Q2VPB7
UniRef100_Q9H0R1	Q9H0R1;A0A024R654
UniRef100_Q9NUS5	Q9NUS5
UniRef100_O43299	O43299;A0A024R817;A4D1Z4
UniRef100_O14727	O14727
UniRef100_Q02410	Q02410;A0A0G2JMD7
UniRef100_Q99767	Q99767
UniRef100_O96018	O96018
UniRef100_O00213	O00213
UniRef100_Q92870	Q92870
UniRef100_O95704	O95704;Q59EH2
UniRef100_Q92624	Q92624;A0A024QZ47
UniRef100_Q9UM13	Q9UM13;D6RA92;Q4W5I2
UniRef100_Q9NYG5	Q9NYG5
UniRef100_Q9BS18	Q9BS18;A8K3Z6
UniRef100_P60006	P60006;A0A024R5G0
UniRef100_Q96DE5	Q96DE5;C5H3H2
UniRef100_Q9H1A4	Q9H1A4
UniRef100_Q9UJX5	Q9UJX5
UniRef100_Q9UJX4	Q9UJX4
UniRef100_Q9UJX3	Q9UJX3;A0A024RBJ3;Q4KMX6
UniRef100_Q8J025	Q8J025
UniRef100_Q8NCL9	Q8NCL9
UniRef100_O95996	O95996;A0A0C4DGQ0
UniRef100_P25054	P25054;Q4LE70;E9PFT7
UniRef100_Q9ULZ1	Q9ULZ1
UniRef100_P27695	P27695;Q5TZP7;A0A0C4DGK8;G3V5D9;G3V3M6;G3V3C7
UniRef100_Q9UBZ4	Q9UBZ4;E5KN95;B7ZA71
UniRef100_Q96BI3	Q96BI3
UniRef100_Q8WW43	Q8WW43;H0YKZ9
UniRef100_Q9BZZ5	Q9BZZ5
UniRef100_P35414	P35414
UniRef100_Q96LR9	Q96LR9
UniRef100_Q8IW19	Q8IW19
UniRef100_P51693	P51693
UniRef100_Q06481	Q06481;Q9UED0;A0A024R3N3
UniRef100_Q9HDC9	Q9HDC9
UniRef100_P02647	P02647;A0A024R3E3;Q6LEJ8
UniRef100_P02652	P02652;V9GYE3;V9GYC1;V9GYM3;V9GYG9
UniRef100_P06727	P06727
UniRef100_Q6Q788	Q6Q788;B0YIW1;A0A0B4RUS7;C9JZZ0
UniRef100_P08519	P08519;Q9UBQ9;Q9UIR6;Q9UKJ7;Q9UIR8;Q9UIR5
UniRef100_Q0VD83	Q0VD83
UniRef100_P04114	P04114;Q13828;S5FVK9;Q9UE52
UniRef100_P02654	P02654;K7ERI9;A0A024R0T8
UniRef100_P02655	P02655;A0A024R0T9;Q6P163;K7EMC3;K7ER74
UniRef100_P02656	P02656;A3KPE2;B0YIW2;C9J2Q0
UniRef100_P55056	P55056
UniRef100_P05090	P05090
UniRef100_P02649	P02649;E9PEV4;H0Y7L5;E7ERP7;Q6LA97;Q6LBZ1;A0A0S2Z3D5;J9ZVQ3
UniRef100_Q13790	Q13790
UniRef100_P02749	P02749;A0A384NKM6;J3QLI0;J3QRN2;D9IWP9
UniRef100_O14791	O14791;U5LGU2;A0A1B2FKD8;A0A0S2Z4M8
UniRef100_Q9BQE5	Q9BQE5
UniRef100_O95236	O95236
UniRef100_Q9BPW4	Q9BPW4
UniRef100_Q9BWW9	Q9BWW9
UniRef100_Q9BWW8	Q9BWW8;B3KTP4;Q8NCM1
UniRef100_O95445	O95445;A0A1U9X793
UniRef100_Q8IVJ8	Q8IVJ8
UniRef100_F7VJQ1	F7VJQ1
UniRef100_Q53RT3	Q53RT3
UniRef100_Q13794	Q13794;A0A0S2Z490
UniRef100_Q7Z2E3	Q7Z2E3;F5HRF8
UniRef100_P07741	P07741
UniRef100_Q8IXF9	Q8IXF9
UniRef100_A6NM10	A6NM10
UniRef100_Q96PS8	Q96PS8
UniRef100_Q8NBQ7	Q8NBQ7
UniRef100_P29972	P29972;A0A024RA31
UniRef100_P41181	P41181
UniRef100_Q92482	Q92482
UniRef100_P55087	P55087;F1DSG4;A0A5F9ZHR4
UniRef100_P55064	P55064
UniRef100_Q13520	Q13520;F8VW87
UniRef100_A6NL99	A6NL99
UniRef100_O14520	O14520;Q5T5L3
UniRef100_O94778	O94778
UniRef100_O43315	O43315;H0YK62
UniRef100_O60306	O60306;A0A024R9L1
UniRef100_Q5H913	Q5H913
UniRef100_Q3SXY8	Q3SXY8;B4DRI8
UniRef100_Q6NSI1	Q6NSI1
UniRef100_Q9Y2Y0	Q9Y2Y0;A0A024R6U9
UniRef100_Q15041	Q15041;A0A024QYV7
UniRef100_Q66PJ3	Q66PJ3
UniRef100_Q8N6S5	Q8N6S5
UniRef100_P10398	P10398;A0A024R178
UniRef100_Q6UW56	Q6UW56
UniRef100_Q96P48	Q96P48;F8WBT0;F5GWN4
UniRef100_Q8WZ64	Q8WZ64;D6RAD6;A0A2X0SFS3
UniRef100_Q8WWN8	Q8WWN8;Q05CH1;B3KMD0;Q9H7C1
UniRef100_Q96IT6	Q96IT6
UniRef100_P25098	P25098;A0A0S2Z392
UniRef100_P35626	P35626;Q8N433;A0A024R1D8
UniRef100_Q92747	Q92747;V9HVZ6
UniRef100_O15143	O15143;A4D275;C9JEY1
UniRef100_Q8IWT0	Q8IWT0
UniRef100_Q7LC44	Q7LC44
UniRef100_P15514	P15514
UniRef100_O15033	O15033;G3V506
UniRef100_P84077	P84077;A0A024R3Q0
UniRef100_P61204	P61204;A0A024R0Y6;F5H1V1;F5H0C7;F5H6T5
UniRef100_P18085	P18085;C9JPM4
UniRef100_P84085	P84085;A4D0Z3
UniRef100_P62330	P62330
UniRef100_Q8N6T3	Q8N6T3;E5RHC5;F8W1U7
UniRef100_Q8N6H7	Q8N6H7
UniRef100_Q9NP61	Q9NP61;A0A024R4U0
UniRef100_P53367	P53367;B4E273
UniRef100_P53365	P53365
UniRef100_Q13795	Q13795;A0A384P5U7
UniRef100_Q8N726	Q8N726
UniRef100_Q8N1W1	Q8N1W1
UniRef100_A8MVX0	A8MVX0
UniRef100_A5YM69	A5YM69
UniRef100_Q8N4T4	Q8N4T4;A0A2X0SFC2
UniRef100_Q9HCE6	Q9HCE6
UniRef100_A6NJG6	A6NJG6
UniRef100_P05089	P05089
UniRef100_P78540	P78540;A0A024R6A0
UniRef100_Q9NWB6	Q9NWB6;A0A024RDW4
UniRef100_A1IGU5	A1IGU5;D6RJH4
UniRef100_Q9NXL2	Q9NXL2
UniRef100_Q8TER5	Q8TER5;A0A2X0SFG4
UniRef100_Q92888	Q92888;A0A024R0R1
UniRef100_Q92974	Q92974
UniRef100_Q9NR81	Q9NR81
UniRef100_Q9NR80	Q9NR80;Q53TH6;Q9NTG0
UniRef100_Q12774	Q12774;H9XFB6
UniRef100_Q15052	Q15052
UniRef100_Q14155	Q14155;A0A2X0SF98
UniRef100_Q7Z628	Q7Z628;Q5SQI5;B4E1Y1
UniRef100_O43307	O43307;A0A2X0SYV8
UniRef100_O15013	O15013
UniRef100_O15085	O15085;A0A2X0SFB0
UniRef100_Q9NZN5	Q9NZN5;E9PMR6;A0A2X0SFF5
UniRef100_O94989	O94989;A0A0S2Z547
UniRef100_Q5VV41	Q5VV41;B0QZD3
UniRef100_Q96PE2	Q96PE2;A0A2X0TVV1
UniRef100_Q6ZSZ5	Q6ZSZ5;M0R125
UniRef100_Q8IW93	Q8IW93;A0A2X0SFB1
UniRef100_Q86VW2	Q86VW2
UniRef100_Q96DR7	Q96DR7;A0A140VJU4
UniRef100_Q8NDY3	Q8NDY3
UniRef100_Q9NX46	Q9NX46;B7ZAN4;B4DHV5
UniRef100_Q5SW96	Q5SW96
UniRef100_O14497	O14497
UniRef100_Q8NFD5	Q8NFD5
UniRef100_Q9Y4X5	Q9Y4X5
UniRef100_Q8N7S6	Q8N7S6
UniRef100_O95376	O95376;Q6IBL8
UniRef100_Q99856	Q99856
UniRef100_Q8IVW6	Q8IVW6
UniRef100_A6NKF2	A6NKF2
UniRef100_P29374	P29374;A0A024R657
UniRef100_Q4LE39	Q4LE39;A0A024R3V1;X6RCR8
UniRef100_Q03989	Q03989
UniRef100_Q14865	Q14865
UniRef100_Q68CP9	Q68CP9
UniRef100_Q9Y4B4	Q9Y4B4
UniRef100_O43488	O43488;V9HWA2
UniRef100_O95154	O95154;A0A384MDN8
UniRef100_Q8NHP1	Q8NHP1
UniRef100_Q8N8L6	Q8N8L6
UniRef100_Q969Q4	Q969Q4
UniRef100_Q8N4G2	Q8N4G2
UniRef100_Q9NXU5	Q9NXU5
UniRef100_Q0P5N6	Q0P5N6;B4E3H0
UniRef100_Q8IVW1	Q8IVW1;A8K0M5
UniRef100_P40616	P40616;F8W1Z8
UniRef100_P36404	P36404;Q53YD8
UniRef100_P36405	P36405
UniRef100_P40617	P40617;A0A024R9Z2
UniRef100_P56559	P56559;A0A024R4C5
UniRef100_P49703	P49703
UniRef100_Q9Y689	Q9Y689
UniRef100_Q96KC2	Q96KC2;B0YIW9
UniRef100_A6NH57	A6NH57
UniRef100_Q9H0F7	Q9H0F7
UniRef100_Q96BM9	Q96BM9;A0A024R977
UniRef100_Q9NVJ2	Q9NVJ2
UniRef100_Q6T311	Q6T311
UniRef100_P04424	P04424;A0A024RDL8
UniRef100_Q8N2F6	Q8N2F6
UniRef100_Q5T9G4	Q5T9G4
UniRef100_Q9NVT9	Q9NVT9;E5RJ86;E5RHK3
UniRef100_Q8NEN0	Q8NEN0;A0A0A0MQT2
UniRef100_Q5W041	Q5W041;B4DXS3
UniRef100_Q5T2S8	Q5T2S8;A0A5F9ZH22;A0A140VKF7
UniRef100_Q96C12	Q96C12;J3KQ26
UniRef100_Q6NXE6	Q6NXE6;B4E1N1;F5H2X2;F5H052;F5H3X1;F5GWV0;F5H6J3;F5H2K4;F5H4P3
UniRef100_Q9H6L4	Q9H6L4
UniRef100_Q8IUR7	Q8IUR7;B7Z979
UniRef100_Q7Z3E5	Q7Z3E5
UniRef100_Q6PIY5	Q6PIY5
UniRef100_H3BNL8	H3BNL8
UniRef100_Q5T2E6	Q5T2E6
UniRef100_Q86TY3	Q86TY3
UniRef100_P0C7Q2	P0C7Q2
UniRef100_Q9H993	Q9H993;F5GZY1
UniRef100_Q9P291	Q9P291;A0A024RCI6;Q68D26
UniRef100_Q7L311	Q7L311;Q5H9E0;Q5H9E1;A0A024RCG7
UniRef100_Q9UH62	Q9UH62;A0A024RCF9;H3BM63;H3BV87
UniRef100_Q5H9R4	Q5H9R4
UniRef100_Q6P1M9	Q6P1M9;S4R3L5;S4R3L0
UniRef100_Q7L4S7	Q7L4S7
UniRef100_Q9HBZ2	Q9HBZ2;X5DQN9
UniRef100_P27540	P27540
UniRef100_Q86WX3	Q86WX3;A0A024R1T1
UniRef100_Q9NZ32	Q9NZ32;Q86SY7
UniRef100_P56211	P56211;A0A024R5U3
UniRef100_Q9UBL0	Q9UBL0
UniRef100_P61160	P61160
UniRef100_Q9P1U1	Q9P1U1
UniRef100_Q9C0K3	Q9C0K3
UniRef100_P61158	P61158;A0A024RAI1
UniRef100_Q9BPX5	Q9BPX5;A0A024R897
UniRef100_Q9H9F9	Q9H9F9
UniRef100_Q9GZN1	Q9GZN1;G3V1Y1;Q7Z4D2
UniRef100_Q9H981	Q9H981
UniRef100_O15144	O15144;Q53R19;A0A024R408
UniRef100_O15145	O15145
UniRef100_P59998	P59998
UniRef100_O15511	O15511
UniRef100_Q7Z6K5	Q7Z6K5;H0YMP5
UniRef100_P49407	P49407
UniRef100_P32121	P32121
UniRef100_P36575	P36575
UniRef100_Q8N5I2	Q8N5I2
UniRef100_Q8TBH0	Q8TBH0;A0A024R7K1
UniRef100_Q96B67	Q96B67
UniRef100_Q8NCT1	Q8NCT1;A0A024RC80
UniRef100_A6NEK1	A6NEK1;A0A494BZV3
UniRef100_P10523	P10523;E7ESX4
UniRef100_P15289	P15289;A0A0C4DFZ2;A0A0S2Z373
UniRef100_P15848	P15848;A0A024RAJ9;E5RHC4
UniRef100_P51689	P51689;A0A140VK06
UniRef100_P54793	P54793
UniRef100_Q96EG1	Q96EG1;A0A024R8K1;J9JIG6
UniRef100_Q5FYA8	Q5FYA8
UniRef100_Q5FYB1	Q5FYB1;D6RDH0
UniRef100_Q5FYB0	Q5FYB0;D6RGC1
UniRef100_Q6UWY0	Q6UWY0
UniRef100_P51690	P51690;C9J5G7
UniRef100_Q5T4W7	Q5T4W7;E9PIK2
UniRef100_Q9H2C2	Q9H2C2;A0A024R3V6
UniRef100_O00192	O00192
UniRef100_Q96QS3	Q96QS3
UniRef100_P18440	P18440;Q400J6;Q400I9;F5H5R8;Q5C8V2;Q09LL5;Q6U7I7
UniRef100_P11245	P11245;A4Z6T9;Q400I7
UniRef100_Q9HBK9	Q9HBK9
UniRef100_P0C7U1	P0C7U1
UniRef100_Q13510	Q13510
UniRef100_Q9NR71	Q9NR71
UniRef100_Q9ULH1	Q9ULH1
UniRef100_O43150	O43150
UniRef100_Q8TDY4	Q8TDY4;A0A024RAB1
UniRef100_Q495Z4	Q495Z4
UniRef100_Q8WXI3	Q8WXI3
UniRef100_Q8WXH4	Q8WXH4
UniRef100_Q8WXK4	Q8WXK4;B4DQL0
UniRef100_Q8WXK3	Q8WXK3
UniRef100_A6NK59	A6NK59
UniRef100_Q8WXK1	Q8WXK1;A0A0C4DG46;C9J956;A0A384NYV2
UniRef100_Q96NS5	Q96NS5;K7EM41
UniRef100_Q8WXJ9	Q8WXJ9
UniRef100_Q6ZVZ8	Q6ZVZ8
UniRef100_Q9Y576	Q9Y576
UniRef100_Q96Q27	Q96Q27
UniRef100_Q9Y575	Q9Y575
UniRef100_Q9Y574	Q9Y574
UniRef100_Q8WWX0	Q8WWX0;Q5HYF3
UniRef100_Q9NWX5	Q9NWX5
UniRef100_Q9H672	Q9H672;A0A024RC94
UniRef100_Q9H765	Q9H765
UniRef100_Q96DX5	Q96DX5;A0A024RBW7
UniRef100_Q8N9N2	Q8N9N2
UniRef100_Q9H1I8	Q9H1I8;A0A024R1F9;A0A024R1E1
UniRef100_Q8N3C0	Q8N3C0;E5RFZ0
UniRef100_P50553	P50553
