C00001	H2O;Water
C00372	(1,6-alpha-D-Glucosyl)m;(1,6-alpha-D-Glucosyl)n+1;1,6-alpha-D-Glucan;(1,6-alpha-D-Glucosyl)n;(1,6-alpha-D-Glucosyl)m+1;Dextran 70;Dextran 40;Dextran 75;Dextran
C00373	Elastin
C00374	Heparin;Bemiparin;Enoxaparin
C00375	RCH2NH2
C00376	all-trans-Vitamin A aldehyde;all-trans-Retinal;Vitamin A aldehyde;Retinal;Retinene;all-trans-Retinene
C00377	Steroid
C00378	Thiamin;Vitamin B1;Thiamine;Aneurin;Antiberiberi factor
C00379	Xylitol
C00380	Cytosine
C00381	ditrans,polycis-Dolichol;Dolichol
C00383	Malonate;Propanedioic acid;Malonic acid
C00384	Neomycin
C00385	Xanthine
C00386	Nalpha-(beta-alanyl)-L-histidine;Carnosine
C00387	Guanosine
C00388	2-(4-Imidazolyl)ethylamine;Histamine;1H-Imidazole-4-ethanamine
C00389	Quercetin;3,5,7,3',4'-Pentahydroxyflavone;3,3',4,5,7-Pentahydroxyflavone
C00390	CoQH2;QH2;Ubiquinol
C00391	Calmodulin
C00392	D-Mannitol;Mannitol
C00393	Fibrinogen;Coagulation factor I
C00394	GDP-D-glucose;GDP-glucose;GDP-alpha-D-glucose
C00395	Penicillin;Penam
C00396	Pyrimidine;Pyrimidine base
C00397	Nebramycin factor 6;3'-Deoxykanamycin B;Tobramycin
C00398	3-(2-Aminoethyl)indole;Tryptamine
C00399	Ubiquinone;CoQ;Coenzyme Q;Q
C00400	L-Menthol;(-)-Menthol
C00401	Chondroitin-D-glucuronate;Chondroitin
C00402	D-Aspartic acid;D-Aspartate
C00403	Polypeptide
C00404	(Phosphate)n-1;(Phosphate)n;(Phosphate)n+1;(Polyphosphate)n-1;Polyphosphate;(Polyphosphate)n
C00405	D-Amino acid
C00406	(E)-3-(4-Hydroxy-3-methoxyphenyl)propenoyl-CoA;Feruloyl-CoA;trans-Feruloyl-CoA;4-Hydroxy-3-methoxycinnamoyl-CoA
C00407	2-Amino-3-methylvaleric acid;L-Isoleucine
C00408	2-Piperidinecarboxylic acid;(S)-Piperidine-2-carboxylic acid;Pipecolinic acid;Pipecolic acid;L-Pipecolate
C00409	Methylmercaptan;Methanethiol
C00410	4-Pregnene-3,20-dione;Progesterone
C00411	Sinapoyl-CoA
C00412	Stearyl-CoA;Stearyl coenzyme A;Stearoyl-CoA
C00413	Streptomycin
C00414	Cyclohexanone
C00415	7,8-Dihydrofolic acid;Dihydrofolate;7,8-Dihydrofolate;Dihydrofolic acid;7,8-Dihydropteroylglutamate
C00416	Phosphatidate;Phosphatidic acid;1,2-Diacyl-sn-glycerol 3-phosphate;3-sn-Phosphatidate
C00417	cis-Aconitate;cis-Aconitic acid
C00418	Mevalonic acid;3,5-Dihydroxy-3-methylvaleric acid;(R)-Mevalonate
C00419	Polynucleotide
C00420	Polyglycose;Glycan;Polysaccharide
C00422	Triacylglycerol;Triglyceride
C00423	trans-Cinnamic acid;(2E)-3-Phenylprop-2-enoate;trans-Cinnamate;(E)-Cinnamate
C00424	L-2-Hydroxypropionaldehyde;L-Lactaldehyde;(S)-Lactaldehyde
C00426	Dermatan sulfate
C00427	(5Z,13E)-(15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13-dienoate;Prostaglandin H2;PGH2;(5Z,13E,15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13-dienoate;(5Z,9alpha,11alpha,13E,15S)-9,11-Epidioxy-15-hydroxy-prosta-5,13-dienoate
C00429	Dihydrouracile;2,4-Dioxotetrahydropyrimidine;5,6-Dihydrouracil;Hydrouracil;5,6-Dihydro-2,4-dihydroxypyrimidine;Dihydrouracil;Dihydro-2,4(1H,3H)-pyrimidinedione
C00430	5-Aminolevulinate;5-Amino-4-oxopentanoate;5-Amino-4-oxovaleric acid
C00431	5-Aminopentanoate;5-Aminopentanoic acid;5-Aminovaleric acid
C00433	2,5-Dioxopentanoate;2-Oxoglutarate semialdehyde
C00434	Double-stranded DNA
C00435	Oxidized rubredoxin
C00436	N-Carbamoylputrescine
C00437	N-Acetylornithine;N2-Acetyl-L-ornithine
C00438	N-Carbamoyl-L-aspartate
C00439	N-Formimidoyl-L-glutamate;N-Formimino-L-glutamate
C00440	5-Methyltetrahydrofolate
C00441	L-Aspartic 4-semialdehyde;Aspartate beta-semialdehyde;L-Aspartate 4-semialdehyde
C00444	5'-Phosphooligoribonucleotide
C00445	5,10-Methenyltetrahydrofolate
C00446	alpha-D-Galactose 1-phosphate;alpha-D-Galactopyranose 1-phosphate
C00447	D-altro-Heptulose 1,7-biphosphate;Sedoheptulose 1,7-bisphosphate;D-Sedoheptulose 1,7-bisphosphate
C00448	(2E,6E)-Farnesyl diphosphate;2-trans,6-trans-Farnesyl diphosphate;Farnesyl pyrophosphate;Farnesyl diphosphate;trans,trans-Farnesyl diphosphate
C00449	Saccharopine;N6-(L-1,3-Dicarboxypropyl)-L-lysine;L-Saccharopine;N-[(S)-5-Amino-5-carboxypentyl]-L-glutamic acid
C00450	Delta1-Piperideine-6-L-carboxylate;(S)-2,3,4,5-Tetrahydropyridine-2-carboxylate
C00451	(1R,2S)-1-Hydroxypropane-1,2,3-tricarboxylate;D-threo-Isocitric acid
C00454	Nucleoside 5'-diphosphate;NDP;Nucleoside diphosphate
C00455	beta-Nicotinamide D-ribonucleotide;Nicotinamide D-ribonucleotide;Nicotinamide nucleotide;Nicotinamide mononucleotide;Nicotinamide ribonucleotide;beta-Nicotinamide ribonucleotide;beta-Nicotinamide mononucleotide;NMN
C00458	dCTP;Deoxycytidine triphosphate;2'-Deoxycytidine 5'-triphosphate;Deoxycytidine 5'-triphosphate
C00459	dTTP;Deoxythymidine 5'-triphosphate;Deoxythymidine triphosphate;TTP
C00460	dUTP;2'-Deoxyuridine 5'-triphosphate
C00461	beta-1,4-Poly-N-acetyl-D-glucosamine;Chitin;[1,4-(N-Acetyl-beta-D-glucosaminyl)]n+1;[1,4-(N-Acetyl-beta-D-glucosaminyl)]n
C00462	Halide;Hydrogen halide;HX;Halo acid
C00463	2,3-Benzopyrrole;Indole
C00464	Mannan;Mannoglycan
C00466	3-Hydroxybutan-2-one;Acetoin;Dimethylketol;2-Acetoin;3-Hydroxy-2-butanone
C00468	3-Hydroxy-1,3,5(10)-estratrien-17-one;Estrone
C00469	Methylcarbinol;Ethanol;Ethyl alcohol
C00470	Pectic acid;Poly(1,4-alpha-D-galacturonate)(n);alpha-D-Polygalacturonic acid;[(1->4)-alpha-D-Galacturonosyl]n;(1,4-alpha-D-Galacturonosyl)n;(1,4-alpha-D-Galacturonide)n;De-esterified pectin;Poly(1,4-alpha-D-galacturonate);Pectate
C00472	Quinone;2,5-Cyclohexadiene-1,4-dione;1,4-Benzoquinone;p-Benzoquinone;Chinone
C00473	all-trans-Retinol;Retinol;Vitamin A1;Vitamin A
C00474	Adonitol;Ribitol
C00475	Cytidine
C00476	D-Lyxose
C00477	Ecdysone
C00478	Lichenin;Lichenan
C00479	Propionaldehyde;Propanal
C00480	Pullulan
C00481	1,2-Diazole;Pyrazole
C00482	Sinapate;Sinapic acid;3,5-Dimethoxy-4-hydroxycinnamic acid
C00483	2-(p-Hydroxyphenyl)ethylamine;Tyramine
C00484	Arylamide
C00486	Bilirubin
C00487	gamma-Trimethyl-hydroxybutyrobetaine;Carnitine;3-Hydroxy-4-trimethylammoniobutanoate
C00488	Methanamide;Formamide
C00489	Glutarate;1,3-Propanedicarboxylic acid;Glutaric acid;Pentanedioic acid
C00490	Itaconic acid;Methylenesuccinic acid;Itaconate
C00491	L-Cystine;L-alpha-Diamino-beta-dithiolactic acid;L-Dicysteine
C00492	Gossypose;6G-alpha-D-galactosylsucrose;Melitriose;Melitose;Raffinose
C00493	Shikimate;3,4,5-Trihydroxy-1-cyclohexenecarboxylic acid;Shikimic acid
C00494	Antibiotic 6640;Rickamicin;Dehydrogentamicin Cla;Sisomicin
C00495	Sulochrin
C00496	Ubiquitin
C00497	D-Malic acid;(R)-Malate;D-Malate
C00498	ADP-glucose;ADP-alpha-D-glucose;Adenosine diphosphoglucose
C00499	Allantoate;Allantoic acid
C00500	Biliverdin IX alpha;Biliverdin
C00501	CDP-D-Glucose;CDP-glucose
C00502	D-Xylonate
C00503	Erythrol;Phycitol;Erythritol;Phycite;Erythrite
C00504	Folic acid;Folate;Pteroylglutamic acid
C00505	Gentamicin
C00506	3-Sulfoalanine;L-Cysteate;L-Cysteic acid;2-Amino-3-sulfopropionic acid
C00507	L-Rhamnose;L-Rhamnopyranose;L-Mannomethylose;6-Deoxy-L-mannose
C00508	L-Arabinoketose;L-Riboketose;L-Ribulose;L-Arabinulose;L-erythro-Pentulose
C00509	(2S)-Naringenin;(-)-(2S)-Naringenin;4',5,7-Trihydroxyflavanone;Naringenin
C00510	(9Z)-Octadecenoyl-CoA;Oleoyl-CoA
C00511	Acrylic acid;Acrylate;Vinylformic acid;Propenoate;2-Propenoic acid
C00512	Benzoyl-CoA;S-Benzoyl-coenzyme A
C00513	CDP-glycerol
C00514	D-Mannonate
C00515	D-Ornithine
C00516	Fibronectin
C00517	Hexadecanal;Palmitaldehyde
C00518	Hyaluronate;Hyaluronic acid;Hyaluronan;[beta-N-Acetyl-D-glucosaminyl(1,4)beta-D-glucuronosyl(1,3)]n
C00519	Hypotaurine;2-Aminoethanesulfinic acid
C00521	(-)-(S)-Limonene;(S)-Limonene;(-)-Limonene;(4S)-1-Methyl-4-(prop-1-en-2-yl)cyclohexene;(-)-(4S)-Limonene
C00522	(R)-Pantoate;Pantoate;Pantoic acid
C00523	Androsterone;3alpha-Hydroxy-5alpha-androstan-17-one
C00524	Holocytochrome c;Cytochrome c
C00525	D-Tryptophan
C00526	2'-Deoxyuridine;2-Deoxyuridine;Deoxyuridine
C00527	Glutaryl-CoA
C00528	Glycopeptide
C00530	Benzene-1,4-diol;1,4-Benzenediol;4-Hydroxyphenol;Quinol;1,4-Dihydroxybenzene;p-Benzenediol;Hydroquinone
C00531	Itaconyl-CoA
C00532	L-Lyxitol;L-Arabinitol;L-Arabinol;L-Arabitol
C00533	Nitrogen monoxide;NO;Nitric oxide
C00534	Pyridoxamine;PM
C00535	17beta-Hydroxy-4-androsten-3-one;Testosterone
C00536	Triphosphoric acid;Inorganic triphosphate;Tripolyphosphate;Triphosphate
C00538	2-Oxoaldehyde
C00539	Aromatic carboxylic acid;Aromatic acid
C00540	Cinnamoyl-CoA;S-(Cinnamoyl) coenzyme A
C00541	Vitamin B12r;Cob(II)alamin
C00542	Cystathionine
C00543	(CH3)2NH;Dimethylamine
C00544	2,5-Dihydroxyphenylacetic acid;2,5-Dihydroxyphenylacetate;Homogentisate;Homogentisic acid
C00545	L-Arabinonate
C00546	Pyruvic aldehyde;Pyruvaldehyde;2-Ketopropionaldehyde;Methylglyoxal;2-Oxopropanal
C00547	4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol;L-Noradrenaline;Noradrenaline;Norepinephrine;Arterenol
C00548	Phenyl acetate;Acetic acid,phenyl ester;Acetylphenol
C00549	RNA (poly(U))
C00550	Sphingomyelin
C00551	beta-Glucan;beta-D-Glucan
C00552	meso-Tartaric acid;meso-Tartrate
C00553	(+)-Neomenthol
C00555	4-Aminobutanal;4-Aminobutyraldehyde
C00556	alpha-Hydroxytoluene;Phenylmethanol;Hydroxymethylbenzene;Benzyl alcohol;Benzenemethanol;Phenylcarbinol
C00557	Cyclopentanone
C00558	D-Tagaturonic acid;D-Tagaturonate
C00559	2'-Deoxyadenosine;Deoxyadenosine
C00561	Mandelonitrile;(R)-Mandelonitrile;Benzaldehyde cyanohydrin
C00562	Phosphoprotein
C00563	Phosphoramidon
C00565	Trimethylamine;N,N-Dimethylmethanamine;(CH3)3N
C00566	(3S)-Citryl-CoA
C00568	4-Aminobenzoate;4-Aminobenzoic acid;p-Aminobenzoate;ABEE
C00569	Arabinogalactoglycan;Arabinogalactan
C00570	Cytidine diphosphate ethanolamine;CDP-ethanolamine
C00571	Cyclohexanamine;Cyclohexylamine
C00573	Keratan 6'-sulfate;Kerato 6'-sulfate;Keratan;Kerato sulfate;Keratan sulfate
C00574	beta-D-Fucoside
C00575	3',5'-Cyclic AMP;Adenosine 3',5'-phosphate;cAMP;Adenosine 3',5'-cyclic phosphate;Cyclic adenylic acid;Cyclic AMP
C00576	Betaine aldehyde
C00577	D-Glyceraldehyde
C00579	Dihydrothioctamide;Dihydrolipoamide
C00580	Dimethyl sulfide;Methyl sulfide;Methyl thioether
C00581	Glycocyamine;N-Amidinoglycine;Guanidoacetic acid;Guanidinoacetate;Guanidinoacetic acid
C00582	Phenylacetyl-CoA;Phenylacetyl coenzyme A
C00583	Propane-1,2-diol;1,2-Propanediol;Propylene glycol
C00584	(5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprost-13-enoate;Dinoprostone;Prostaglandin E2;PGE2;(5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprosta-5,13-dienoate
C00585	Protein tyrosine;[Protein]-L-tyrosine
C00586	D-arabino-2-Deoxyhexose;2-Deoxy-D-glucose;2-Deoxy-D-arabino-hexose
C00587	3-Hydroxybenzoate;3-Hydroxybenzoic acid;m-Hydroxybenzoic acid
C00588	Choline phosphate;Phosphorylcholine;Phosphocholine;O-Phosphocholine
C00590	Coniferol;trans-Coniferyl alcohol;4-(3-Hydroxy-1-propenyl)-2-methoxyphenol;Coniferyl alcohol
C00591	N-Acylneuraminate
C00593	Sulfoacetaldehyde;2-Sulfoacetaldehyde
C00596	2-Hydroxy-2,4-pentadienoate;Oxopent-4-enoate;2-Hydroxypenta-2,4-dienoate;cis-2-Hydroxypenta-2,4-dienoate;2-Oxopent-4-enoate
C00597	3-Phosphoglycerate;Glycerate 3-phosphate
C00599	Cholest-4-en-3-one;4-Cholesten-3-one;Cholestenone
C00601	alpha-Tolualdehyde;Phenylacetaldehyde
C00602	beta-D-Galactoside
C00603	(S)-Ureidoglycolate;(-)-Ureidoglycolate
C00604	1,10-Phenanthroline;o-Phenanthroline
C00605	Dehydroacyl-CoA;2,3-Dehydroacyl-CoA
C00606	3-Sulphino-L-alanine;3-Sulfino-L-alanine;L-Cysteinesulfinic acid;3-Sulfinoalanine
C00607	Chondroitin sulfate
C00608	Deoxyribonucleotide
C00609	Long-chain aldehyde
C00611	N-Acetyllactosamine;beta-D-Galactosyl-1,4-N-acetyl-D-glucosamine;beta-D-Galactosyl-1,4-N-acetyl-beta-D-glucosamine
C00612	N1-Acetylspermidine
C00613	Peptide L-arginine;Protein-L-arginine
C00614	Protein glutamate;Protein L-glutamate
C00615	Protein L-histidine;Protein histidine;[Protein]-L-histidine
C00616	Quercetin 3-sulfate
C00617	UDPgalacturonate;UDP-D-galacturonate;UDP-alpha-D-galacturonate
C00618	3-Dehydro-L-gulonate
C00619	3-Oxo-Delta4-steroid
C00620	Ribose 1-phosphate;alpha-D-Ribose 1-phosphate;D-Ribose 1-phosphate
C00621	Dolichol diphosphate;Dolichyl diphosphate
C00623	sn-Glycerol 1-phosphate;L-Glycerol 1-phosphate;sn-Gro-1-P
C00624	N-Acetyl-L-glutamic acid;N-Acetyl-L-glutamate
C00625	N-Acyl-D-mannosamine
C00627	Pyridoxol 5'-phosphate;Pyridoxine phosphate;Pyridoxine 5'-phosphate;Pyridoxine 5-phosphate
C00628	Gentisic acid;Hydroquinonecarboxylic acid;2,5-Dihydroxybenzoic acid;Gentisate;2,5-Dihydroxybenzoate
C00630	2-Methylpropionyl-CoA;2-Methylpropanoyl-CoA;Isobutyryl-CoA
C00631	2-Phospho-(R)-glycerate;2-Phospho-D-glycerate;D-Glycerate 2-phosphate
C00632	3-Hydroxyanthranilate;3-Hydroxyanthranilic acid
C00633	p-Hydroxybenzaldehyde;4-Hydroxybenzaldehyde
C00634	Chondroitin sulfate A;Chondroitin 4'-sulfate;Chondroitin 4-sulfate
C00635	Chondroitin 6'-sulfate;Chondroitin sulfate C;Chondroitin 6-sulfate
C00636	alpha-D-Mannose 1-phosphate;D-Mannose 1-phosphate
C00637	Indoleacetaldehyde;Indole-3-acetaldehyde;2-(Indol-3-yl)acetaldehyde
C00638	Higher fatty acid;Long-chain fatty acid
C00639	7-[3,5-Dihydroxy-2-(3-hydroxy-1-octenyl)cyclopentyl]-5-heptenoic acid;(+)-Prostaglandin F2a;Enzaprost F;PGF2a;Protamodin;(5Z,9alpha,11alpha,13E,15S)-9,11,15-Trihydroxyprosta-5,13-dienoate;U 14583;9a,11a-PGF2;Prostin F 2 alpha;Dinoprost;Enzaprost;Panacelan;9,11,15-Trihydroxy-(5Z,9a,11a,13E,15S)-prosta-5,13-dien-1-oic acid;Cyclosin;Prostaglandin F2alpha;Amoglandin;(5Z,13E)-(15S)-9alpha,11alpha,15-Trihydroxyprosta-5,13-dienoate;Prostaglandin F2a
C00640	(3S)-3-Hydroxyacyl-CoA;(S)-3-Hydroxyacyl-CoA
C00641	L-1,2-Diacylglycerol;1,2-Diacylglycerol;1,2-Diacyl-sn-glycerol
C00642	4-Hydroxyphenylacetic acid;4-Hydroxyphenylacetate
C00643	5-Hydroxy-L-tryptophan;Oxitriptan
C00644	D-Mannitol 1-phosphate
C00645	N-Acetyl-D-mannosamine;2-Acetamido-2-deoxy-D-mannose
C00647	Pyridoxamine 5-phosphate;Pyridoxamine 5'-phosphate;Pyridoxamine phosphate
C00650	4-Hydroxymandelonitrile
C00651	4-Methylene-L-glutamate
C00652	D-Arabinono-1,4-lactone
C00653	(Ribitol phosphate)n+1;Poly-1,5-ribitol phosphate;(Ribitol phosphate)n;Poly(ribitol phosphate)
C00655	Xanthosine 5'-phosphate;Xanthylic acid;XMP;(9-D-Ribosylxanthine)-5'-phosphate
C00658	trans-Didehydroacyl-CoA;trans-2-Enoyl-CoA;trans-2,3-Dehydroacyl-CoA;(2E)-2-Enoyl-CoA;trans-2,3-Didehydroacyl-CoA
C00659	2-Aceto-2-hydroxybutanoate
C00661	Glyceraldehyde 3-phosphate
C00662	Reduced adrenodoxin;Reduced adrenal ferredoxin
C00663	beta-D-Glucose 1-phosphate
C00664	5-Formimidoyltetrahydrofolate;5-Formiminotetrahydrofolate
C00665	D-Fructose 2,6-bisphosphate;beta-D-Fructose 2,6-bisphosphate
C00666	LL-2,6-Diaminopimelate;LL-2,6-Diaminopimelic acid;LL-2,6-Diaminoheptanedioate
C00667	Oxidized adrenodoxin;Oxidized adrenal ferredoxin
C00668	alpha-D-Glucose 6-phosphate
C00669	gamma-Glutamylcysteine;gamma-L-Glutamyl-L-cysteine;L-gamma-Glutamylcysteine;5-L-Glutamyl-L-cysteine
C00670	sn-Glycero-3-phosphocholine;Glycerophosphocholine
C00671	(3S)-3-Methyl-2-oxopentanoate;(S)-3-Methyl-2-oxopentanoate;(3S)-3-Methyl-2-oxopentanoic acid;(S)-3-Methyl-2-oxopentanoic acid
C00672	2-Deoxy-D-ribose 1-phosphate;2-Deoxy-alpha-D-ribose 1-phosphate
C00673	2-Deoxy-D-ribose 5-phosphate
C00674	5alpha-Androstane-3,17-dione;Androstanedione
C00675	Deoxynucleoside 3'-phosphate;2'-Deoxyribonucleoside 3'-phosphate
C00676	Deoxynucleoside 5'-phosphate;2'-Deoxyribonucleoside 5'-phosphate;2'-Deoxynucleoside 5'-phosphate;2'-Deoxynucleoside 5'-monophosphate;2'-Deoxyribonucleoside 5'-monophosphate
C00677	2'-Deoxyribonucleoside triphosphate;2'-Deoxyribonucleoside 5'-triphosphate;Deoxynucleoside triphosphate
C00679	5-Dehydro-4-deoxy-D-glucarate;(2R,3S)-2,3-Dihydroxy-5-oxohexanedioate
C00680	meso-2,6-Diaminopimelic acid;meso-Diaminoheptanedioate;meso-2,6-Diaminoheptanedioate;meso-2,6-Diaminopimelate
C00681	1-Acyl-sn-glycerol 3-phosphate;Lysophosphatidate;Lysophosphatidic acid;2-Lysophosphatidate
C00682	2-Hydroxymuconate semialdehyde;2-Hydroxymuconate-6-semialdehyde;2-Hydroxymuconic semialdehyde
C00683	D-Methylmalonyl-CoA;(S)-Methylmalonyl-coenzyme A;(S)-Methylmalonyl-CoA;(2S)-Methylmalonyl-CoA
C00684	2-Dehydro-3-deoxy-L-arabinonate;2-Dehydro-3-deoxy-L-pentonate
C00685	3-Oxoacyl-[acyl-carrier protein]
C00686	N-Acyl-D-mannosamine 6-phosphate
C00688	dTDP-4-dehydro-6-deoxy-beta-L-mannose;dTDP-4-oxo-L-rhamnose;dTDP-4-oxo-6-deoxy-L-mannose;dTDP-4-dehydro-beta-L-rhamnose
C00689	alpha,alpha'-Trehalose 6-phosphate;Trehalose 6-phosphate
C00691	2,4,6/3,5-Pentahydroxycyclohexanone;scyllo-Inosose;2-Inosose
C00692	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate;UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-D-glutamate
C00693	trans-2,3-Dehydroacyl-[acyl-carrier protein];trans-2-Enoyl-[acyl-carrier protein]
C00694	beta-D-Galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-R;beta-D-Galactosyl-(1->4)-N-acetyl-D-glucosaminyl-R;beta-D-Galactosyl-1,4-N-acetyl-D-glucosaminyl-R
C00695	Cholic acid;3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanate;Cholate;3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanic acid
C00696	Prostaglandin D2;(5Z,13E,15S)-9alpha,15-Dihydroxy-11-oxoprosta-5,13-dienoate;PGD2;(5Z,13E)-(15S)-9alpha,15-Dihydroxy-11-oxoprosta-5,13-dienoate
C00697	Nitrogen;N2
C00698	Chloride ion;Chloride;Cl-
C00700	Xanthosine 5'-triphosphate;XTP
C00701	Base2;Nucleobase;Base;Base1
C00703	Mercuric ion;Mercury(2+);Hg2+
C00704	O2.-;Superoxide;Superoxide anion;O2-
C00705	dCDP;2'-Deoxycytidine diphosphate;2'-Deoxycytidine 5'-diphosphate
C00706	Amine;Substituted amine;Primary amine
C00707	Xylan
C00708	I-;Iodide
C00711	Malate;2-Hydroxybutanedioic acid;Malic acid
C00712	Oleate;(9Z)-Octadecenoic acid;(Z)-Octadec-9-enoic acid;Oleic acid
C00713	Panose
C00714	Pectin;Poly(1,4-alpha-D-galacturonide)
C00715	2-Amino-4-hydroxypteridine;Pterin;2-Amino-4-oxopteridine
C00716	3-Hydroxyalanine;Serine;2-Amino-3-hydroxypropionic acid
C00717	Alditol;Glycitol;Sugar alcohol
C00718	(1,4-alpha-D-Glucosyl)n-1;Amylose;(1,4-alpha-D-Glucosyl)n+1;(1,4-alpha-D-Glucosyl)n;4-{(1,4)-alpha-D-Glucosyl}(n-1)-D-glucose;Amylose chain;1,4-alpha-D-Glucan
C00719	Betaine;N,N,N-Trimethylglycine;Trimethylaminoacetate;Glycine betaine;Trimethylammonioacetate
C00720	RBr
C00721	Dextrin
C00722	Oxirane;Epoxide;Alkene oxide;Olefin oxide
C00723	Insulin
C00725	Lipoate;DL-Thioctic acid;Lipoic acid;dl-alpha-Lipoic acid;Thioctic acid
C00726	R-CN;Nitrile
C00727	3,5-Dihydroxytoluene;3,5-Toluenediol;5-Methyl-1,3-benzenediol;5-Methylresorcinol;Orcinol
C00729	3alpha-Tropanol;Tropine
C00732	Ubenimex
C00734	Chitosan;beta-1,4-Poly-D-glucosamine
C00735	Hydrocortisone;Cortisol;Reichstein's substance M;11beta,17alpha,21-Trihydroxy-4-pregnene-3,20-dione;Kendall's compound F
C00736	2-Amino-3-mercaptopropionic acid;Cysteine
C00737	D-Aldose;D-Aldose1;D-Aldose2
C00738	D-Hexose;Hexose
C00739	D-2,6-Diaminohexanoic acid;D-Lysine
C00740	D-Serine
C00741	Biacetyl;Dimethylglyoxal;Diacetyl;2,3-Butanedione
C00742	F-;Fluoride;Fluoride ion
C00744	Tylosin C;Macrocin
C00745	Nicotine;(S)-3-(1-Methylpyrrolidin-2-yl)pyridine;(S)-Nicotine
C00746	Oxytocin;OXT;Ocytocin;OT
C00747	Azabenzene;Pyridine
C00748	Siroheme
C00750	N,N'-Bis(3-aminopropyl)-1,4-butanediamine;Spermine
C00751	Squalene;Supraene;Spinacene
C00752	Thrombin;Coagulation factor IIa
C00753	Tungsten
C00755	4-Hydroxy-3-methoxybenzaldehyde;Vanillaldehyde;4-Hydroxy-3-methoxy-benzaldehyde;Vanillin
C00756	1-Octanol
C00757	Umbellatine;Berberine
C00758	Bergaptol;5-Hydroxyfuranocoumarin;5-Hydroxypsoralen
C00759	Caldesmon
C00760	Microcrystalline cellulose;Cellulose;(1,4-beta-D-Glucosyl)n-1;(1,4-beta-D-Glucosyl)n;(1,4-beta-D-Glucosyl)n+1;1,4-beta-D-Glucan
C00761	Coniferin
C00762	17alpha,21-Dihydroxy-4-pregnene-3,11,20-trione;Kendall's compound E;Reichstein's substance Fa;Cortisone
C00763	D-Proline
C00764	D-xylo-Hexulose;D-Sorbose
C00765	Digitonin
C00766	Flavanone;2,3-Dihydroflavone
C00768	Histidine;alpha-Amino-1H-imidazole-4-propionic acid
C00770	L-Idonate
C00771	Laminaran;Laminarin
C00772	Mevaldic acid;Mevaldate
C00773	Pepstatin
C00774	Phloretin
C00775	Porphyran
C00777	all-trans-Vitamin A1 acid;all-trans-Retinoate;(all-E)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid;Ro 1-5488;all-trans-Retinoic acid;Vitamin A acid;Acide retinoique (French) (DSL);all-trans-beta-Retinoic acid;Tretinoine (French) (EINECS);3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexene-1-yl)-2,4,6,8-nonatetraenoic acid (ECL);Tretin M;beta-Retinoic acid;all-trans-Vitamin A acid;Retinoic acid;all-(E)-Retinoic acid;trans-Retinoic acid;Retinoate;all-trans-Tretinoin;AGN 100335
C00778	Visual purple;Rhodopsin
C00779	Scytalone;3,4-Dihydro-3,6,8-trihydoroxy-1(2H)-napthalenone
C00780	Enteramine;Serotonin;5-Hydroxytryptamine;3-(2-Aminoethyl)-1H-indol-5-ol
C00783	Tropinone;3-Tropanone
C00785	Urocanic acid;Urocanate
C00786	Vestitone;(-)-Vestitone
C00787	tRNA(Tyr)
C00788	L-Adrenaline;(R)-(-)-Epirenamine;(R)-(-)-Epinephrine;4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol;(R)-(-)-Adnephrine;(R)-(-)-Adrenaline
C00789	CDP-ribitol;CDP 5-ester with D-ribitol;CDP-L-ribitol
C00791	Creatinine;1-Methylglycocyamidine
C00792	D-2-Amino-5-guanidinovaleric acid;D-Arginine
C00793	D-Amino-3-mercaptopropionic acid;D-Cysteine
C00794	L-Gulitol;D-Glucitol;Sorbitol;D-Sorbitol
C00795	D-Tagatose;lyxo-Hexulose
C00796	Dicoumarol;Dicumarol
C00797	Ethylamine
C00798	Formyl-CoA
C00799	Isoflavone
C00800	Gulonate;Gulonic acid;L-Gulonic acid;L-Gulonate
C00801	Nucleoside
C00802	Monooxalylurea;Oxaluric acid;Oxalureate;N-Carbamoyl-2-oxoglycine;Oxalurate
C00803	Valerianic acid;Pentanoate;Valerate;n-Valeric acid;n-Pentanoate;Pentanoic acid;Valeric acid
C00804	Acetylenemonocarboxylate;Acetylenecarboxylic acid;Propiolic acid;Propynoate
C00805	Salicylic acid;o-Hydroxybenzoic acid;Salicylate
C00806	Tryptophan;alpha-Amino-beta-(3-indolyl)-propionic acid
C00807	Xyloglucan
C00808	(+)-Camphor;d-Camphor
C00809	(-)-Bornan-2-one;(-)-Camphor
C00810	(R)-3-Hydroxy-2-butanone;(R)-Dimethylketol;(R)-3-Hydroxybutan-2-one;(R)-Acetoin;(R)-2-Acetoin
