hsa:7529	P31946;V9HWD6
hsa:51434	Q9UJX3;A0A024RBJ3;Q4KMX6;Q69YV3
hsa:147495	Q8J025
hsa:164284	Q8NCL9
hsa:10297	O95996
hsa:324	P25054;Q4LE70
hsa:8862	Q9ULZ1
hsa:328	P27695;Q5TZP7
hsa:27301	Q9UBZ4;E5KN95
hsa:51107	Q96BI3
hsa:83464	Q8WW43
hsa:8539	Q9BZZ5
hsa:187	P35414;B3KQN4;B2RDH3
hsa:81575	Q96LR9
hsa:200558	Q8IW19
hsa:333	P51693
hsa:334	Q06481
hsa:57136	Q9HDC9
hsa:335	P02647;A0A024R3E3
hsa:336	P02652
hsa:116519	Q6Q788;A0A0B4RUS7
hsa:55911	Q0VD83
hsa:338	P04114;Q7Z7Q0;Q59HB3
hsa:341	P02654;A0A024R0T8
hsa:344	P02655;A0A024R0T9
hsa:345	P02656;A3KPE2
hsa:346	P55056
hsa:347	P05090
hsa:348	P02649;A0A0S2Z3D5
hsa:319	Q13790
hsa:350	P02749;A0A384NKM6
hsa:8542	O14791
hsa:23780	Q9BQE5;A0A024R1M8
hsa:80833	O95236
hsa:80832	Q9BPW4
hsa:80831	Q9BWW9
hsa:80830	Q9BWW8;B3KTP4
hsa:55937	O95445
hsa:339883	Q8IVJ8;Q8IVJ6
hsa:151516	Q53RT3
hsa:5366	Q13794;A0A0S2Z490
hsa:54840	Q7Z2E3
hsa:353	P07741
hsa:375318	Q8IXF9
hsa:653437	A6NM10;Q8IUS6
hsa:89872	Q96PS8
hsa:282679	Q8NBQ7
hsa:358	P29972;A0A024RA31
hsa:359	P41181
hsa:360	Q92482
hsa:361	P55087;F1DSG4
hsa:362	P55064
hsa:363	Q13520
hsa:364	O14520
hsa:343	O94778
hsa:366	O43315
hsa:9716	O60306;A0A024R9L1
hsa:392509	Q5H913
hsa:200894	Q3SXY8
hsa:23568	Q9Y2Y0;A0A024R6U9
hsa:23204	Q15041;A0A024QYV7
hsa:51329	Q66PJ3
hsa:151188	Q8N6S5;B3KMZ5
hsa:369	P10398;A0A024R178
hsa:51374	Q6UW56
hsa:116985	Q96P48
hsa:116984	Q8WZ64;A7E2A5
hsa:64411	Q8WWN8;Q05CH1;Q9H7C1
hsa:156	P25098;A0A0S2Z392
hsa:157	P35626;Q8N433;A0A024R1D8
hsa:10552	Q92747;V9HVZ6
hsa:10095	O15143;A4D275
hsa:339487	Q8IWT0;A8K0B5
hsa:23237	Q7LC44
hsa:374	P15514
hsa:9870	O15033
hsa:375	P84077
hsa:377	P61204;A0A024R0Y6
hsa:378	P18085
hsa:381	P84085;A4D0Z3
hsa:382	P62330
hsa:55738	Q8N6T3;Q53F62
hsa:84364	Q8N6H7
hsa:26286	Q9NP61;A0A024R4U0
hsa:27236	P53367;B4E273;Q8N8M9
hsa:23647	P53365;B4DXH2
hsa:10139	Q13795;A0A384P5U7;B7ZKY8
hsa:64283	Q8N1W1
hsa:100271715	A8MVX0
hsa:445328	A5YM69
hsa:84904	Q8N4T4
hsa:55160	Q9HCE6
hsa:503582	A6NJG6
hsa:383	P05089
hsa:384	P78540;A0A024R6A0
hsa:55082	Q9NWB6;A0A024RDW4
hsa:389337	A1IGU5
hsa:54848	Q9NXL2
hsa:55701	Q8TER5
hsa:9138	Q92888;A0A024R0R1
hsa:9181	Q92974
hsa:50650	Q9NR81
hsa:50649	Q9NR80;Q9NTG0
hsa:7984	Q12774
hsa:9459	Q15052;Q8N4Q3
hsa:8874	Q14155;Q5W9H1
hsa:10276	Q7Z628;Q5SQI5
hsa:23229	O43307
hsa:9639	O15013
hsa:9826	O15085
hsa:23365	Q9NZN5;B4E2K6
hsa:22899	O94989;A0A0S2Z547
hsa:27237	Q5VV41;B3KTS4
hsa:9828	Q96PE2
hsa:23370	Q6ZSZ5;A0A3B3IPE9
hsa:128272	Q8IW93;B4DN02
hsa:115557	Q86VW2
hsa:26084	Q96DR7;B3KXG0;A0A140VJU4
hsa:113622	Q8NDY3
hsa:54936	Q9NX46
hsa:26119	Q5SW96;B3KR97
hsa:8289	O14497
hsa:57492	Q8NFD5
hsa:25820	Q9Y4X5
hsa:10425	O95376;Q6IBL8;Q53ET9
hsa:1820	Q99856
hsa:10620	Q8IVW6
hsa:138715	A6NKF2
hsa:5926	P29374;A0A024R657;Q05CG0
hsa:51742	Q4LE39
hsa:10865	Q03989
hsa:84159	Q14865
hsa:196528	Q68CP9
hsa:23132	Q9Y4B4
hsa:8574	O43488;V9HWA2
hsa:22977	O95154;A0A384MDN8
hsa:246181	Q8NHP1
hsa:285598	Q8N8L6;Q6PCE2
hsa:115761	Q969Q4
hsa:80117	Q8N4G2
hsa:54622	Q9NXU5
hsa:339231	Q0P5N6
hsa:100506084	Q8IVW1;A8K0M5
hsa:100996709	Q8IVW1
hsa:51326	Q8IVW1;A8K0M5
hsa:400	P40616
hsa:402	P36404;Q53YD8
hsa:403	P36405
hsa:10124	P40617;A0A024R9Z2
hsa:10123	P56559;A0A024R4C5
hsa:379	P49703
hsa:26225	Q9Y689
hsa:221079	Q96KC2;B0YIW9
hsa:390790	A6NH57
hsa:84100	Q9H0F7
hsa:127829	Q96BM9;A0A024R977
hsa:55207	Q9NVJ2
hsa:132946	Q6T311
hsa:435	P04424;A0A024RDL8
hsa:83787	Q8N2F6
hsa:221481	Q5T9G4
hsa:55156	Q9NVT9
hsa:84071	Q8NEN0
hsa:219681	Q5W041
hsa:55130	Q5T2S8;A0A140VKF7;B7Z7Y0
hsa:79798	Q96C12
hsa:93436	Q6NXE6
hsa:79637	Q9H6L4
hsa:25852	Q8IUR7
hsa:80210	Q7Z3E5;A0A024R486
hsa:339541	Q6PIY5
hsa:101928603	H3BNL8
hsa:79591	Q5T2E6;B3KUU6
hsa:145407	Q86TY3;B2RUU6
hsa:387715	P0C7Q2
hsa:79624	Q9H993
hsa:51309	Q9P291;A0A024RCI6
hsa:9823	Q7L311;A0A024RCG7
hsa:51566	Q9UH62;A0A024RCF9
hsa:100131755	Q5H9R4
hsa:64860	Q6P1M9
hsa:54470	Q7L4S7
hsa:9915	Q9HBZ2;Q7Z3A3;X5DQN9;Q86TN1
hsa:405	P27540
hsa:91582	Q86WX3;A0A024R1T1
hsa:55860	Q9NZ32
hsa:10776	P56211;A0A024R5U3
hsa:10777	Q9UBL0
hsa:10097	P61160
hsa:57180	Q9P1U1;Q59GD5
hsa:653857	Q9C0K3
hsa:10096	P61158;A0A024RAI1
hsa:81873	Q9BPX5;A0A024R897;B3KPC7
hsa:79913	Q9H9F9
hsa:64431	Q9GZN1
hsa:93973	Q9H981
hsa:10109	O15144;Q53R19
hsa:10094	O15145
hsa:10093	P59998
hsa:10092	O15511
hsa:348110	Q7Z6K5
hsa:408	P49407;B7Z1Q3
hsa:409	P32121
hsa:407	P36575
hsa:92714	Q8N5I2
hsa:27106	Q8TBH0;A0A024R7K1
hsa:57561	Q96B67
hsa:91947	Q8NCT1;A0A024RC80;A8K2F6
hsa:645432	A6NEK1
hsa:6295	P10523
hsa:410	P15289;A0A0C4DFZ2;B4DVI5
hsa:411	P15848;A0A024RAJ9
hsa:414	P51689;A0A140VK06
hsa:416	P54793
hsa:22901	Q96EG1;A0A024R8K1
hsa:347527	Q5FYA8
hsa:340075	Q5FYB1
hsa:79642	Q5FYB0
hsa:153642	Q6UWY0
hsa:415	P51690
hsa:9048	Q5T4W7
hsa:64801	Q9H2C2;A0A024R3V6
hsa:421	O00192
hsa:170302	Q96QS3
hsa:9	P18440
hsa:10	P11245;A4Z6T7
hsa:57412	Q9HBK9
hsa:653308	P0C7U1
hsa:427	Q13510;A8K0B6;Q53H01
hsa:56624	Q9NR71
hsa:50807	Q9ULH1
hsa:8853	O43150
hsa:55616	Q8TDY4;A0A024RAB1
hsa:136371	Q8WXI3
hsa:140456	Q8WXH4
hsa:142689	Q8WXK4
hsa:79754	Q8WXK3
hsa:142686	A6NK59
hsa:142685	Q8WXK1;A0A384NYV2
hsa:92591	Q96NS5
hsa:127247	Q8WXJ9
hsa:401036	Q6ZVZ8
hsa:51665	Q9Y576
hsa:51676	Q96Q27
hsa:100302652	Q9Y575
hsa:51130	Q9Y575
hsa:51666	Q9Y574
hsa:140458	Q8WWX0;Q5HYF3
hsa:140459	Q9NWX5
hsa:140460	Q9H672;A0A024RC94
hsa:140461	Q9H765
hsa:140462	Q96DX5;A0A024RBW7
hsa:51008	Q8N9N2
hsa:84164	Q9H1I8;A0A024R1F9
hsa:10973	Q8N3C0;B4DR60
hsa:429	P50553
hsa:430	Q99929
hsa:56676	Q9NQ33
hsa:121549	Q6XD76
hsa:29108	Q9ULZ3
hsa:25842	Q9Y294
hsa:55723	Q9NVP2;A0A024R7G4
hsa:80150	Q7L266;A0A024R573
hsa:432	P07306;Q6FGQ5
hsa:433	P07307
hsa:55870	Q9NR48
hsa:9070	Q9UBL3
hsa:79074	Q9BVC5
hsa:41	P78348;A8K1U5
hsa:40	Q16515
hsa:9311	Q9UHC3;A0A090N7X8
hsa:55515	Q96FT7
hsa:51802	Q9NY37
hsa:434	P42127
hsa:10924	Q92484
hsa:27293	Q92485;B4DW34
hsa:8623	O95671;B3KM43
hsa:438	P46597;A0A024RBT9
hsa:6609	P17405;Q59EN6
hsa:439	O43681
hsa:54529	Q9NWL6
hsa:440	P08243
hsa:79058	Q9BZE9
hsa:554235	A6ND91
hsa:175	P20933
hsa:253982	Q5U4P2
hsa:57168	Q6ICH7;A0A024R1D0
hsa:444	Q12797
hsa:259266	Q8IZT6;B3KWI2
hsa:54829	Q9BXN1;Q6P528
hsa:23368	Q96KQ4
hsa:7159	Q13625
hsa:56	P26436
hsa:445	P00966;Q5T6L4
hsa:28990	Q2TB18
hsa:51398	Q9Y284
hsa:431705	Q6HA08
hsa:460	O14525
hsa:23245	O75129
hsa:57655	Q96CP6
hsa:57476	Q3KR37
hsa:54762	Q8IYS0
hsa:171023	Q8IXJ9
hsa:55252	Q76L83
hsa:80816	Q9C0F0
hsa:136991	Q8WWH4
hsa:57194	O60312
hsa:23120	O94823
hsa:57205	Q9P241
hsa:23250	P98196;Q659C3;Q6PJ25
hsa:23200	Q9Y2G3;B4E3T1;B4DKX1
hsa:286410	Q8NB49
hsa:479	P54707;B4E0R9
hsa:57130	Q9HD20;A0A024R7N2
hsa:23400	Q9NQ11
hsa:79572	Q9H7F0
hsa:84239	Q4VNC1;B3KU47
hsa:344905	Q4VNC0
hsa:476	P05023
hsa:477	P50993;A0A0S2Z3W6
hsa:478	P13637;Q53ES0
hsa:480	Q13733
hsa:481	P05026;A3KLL5
hsa:482	P14415
hsa:483	P54709
hsa:23439	Q9UN42
hsa:487	O14983;Q7Z675
hsa:488	P16615;A0A0S2Z3L2
hsa:489	Q93084;A8K9K1
hsa:490	P20020;A0A024RBC7
hsa:491	Q01814
hsa:492	Q16720
hsa:493	P23634;A0A024R968
hsa:27032	P98194
hsa:9914	O75185
hsa:64850	Q8TBG4
hsa:85007	Q8IUZ5
hsa:515	P24539;Q08ET0
hsa:516	P05496;Q6FIH7
hsa:517	Q06055
hsa:518	P48201
hsa:267020	Q7Z4Y8
hsa:222255	Q9ULK2
hsa:127002	Q5T6C5
hsa:56970	Q14CW9
hsa:10396	Q9Y2Q0
hsa:51761	Q9NTI2;Q6ZU25
hsa:5205	O43520
hsa:57198	P98198
hsa:148229	O60423
hsa:79895	Q8TF62;Q6PG43
hsa:84896	Q8NBU5
hsa:29028	Q6PL18;A0A024R9G7
hsa:79915	Q96QE3
hsa:79969	Q5SQI0;A0A1U9X797
hsa:85300	Q86WG3;A0A0S2Z5T8
hsa:54454	Q9ULI0;B3KWS5
hsa:55210	Q9NVI7
hsa:83858	Q5T9A4
hsa:219293	Q5T2N8
hsa:11101	O95260;B3KWA3
hsa:466	P18846
hsa:1386	P15336
hsa:467	P18847
hsa:468	P18848
hsa:22809	Q9Y2D1;A0A024QZG3
hsa:22926	P18850;A8K383
hsa:1388	Q99941;Q6AZW6
hsa:11016	P17544
hsa:83734	Q9H0Y0
hsa:9140	O94817
hsa:9776	O75143;A8K0S6
hsa:23130	Q2TAZ0
hsa:55102	Q96BY7
hsa:64422	Q9NT62
hsa:115201	Q8WYN0
hsa:23192	Q9Y4P1;B3KVU2
hsa:84938	Q96DT6;A0A384MTY5
hsa:84971	Q86TL0
hsa:9474	Q9H1Y0;A9UGY9;Q7Z3H3
hsa:10533	O95352;B3KQM6
hsa:79065	Q7Z3C6;A0A024R438
hsa:285973	Q674R7
hsa:60673	Q9BSB4;A0A024R128
hsa:93974	Q9UII2
hsa:92949	Q8N6G6;Q6MZQ3
hsa:9719	Q86TH1
hsa:57188	P82987
hsa:54507	Q6UY14;Q9UFG7;B7ZMJ3
hsa:339366	Q6ZMM2;Q0VD77;X6R4H8
hsa:51062	Q8WXF7;A0A0S2Z5B0;Q53F53
hsa:64225	Q8NHH9
hsa:25923	Q6DD88
hsa:23300	O43313
hsa:472	Q13315;A0A024R3C7
hsa:1822	P54259;Q86V38
hsa:486	P54710
hsa:474	Q92858
hsa:220202	Q8N100;F1T0H4
hsa:84913	Q96SQ7
hsa:475	O00244
hsa:91419	Q9Y6H3
hsa:495	P20648;Q658V6;A0A384MR29
hsa:496	P51164
hsa:514	P56381
hsa:10476	O75947;A0PJH2
hsa:521	P56385
hsa:522	P18859;Q6IB54;Q6NZ59
hsa:10632	O75964
hsa:27109	Q99766
hsa:9556	P56378
hsa:4508	P00846;Q0ZFE3
hsa:538	Q04656;B4DRW0;Q762B6
hsa:540	P35670;B7ZLR4;A0A024RDX3
hsa:4509	P03928;U5YV54
hsa:10079	O75110;Q2NLD0;B4DR18
hsa:374868	O43861;B3KSI8;Q69YZ7;Q7Z3J4
hsa:498	P25705;V9HW26
hsa:506	P06576;V9HW31
hsa:513	P30049
hsa:64756	Q5TC12;I3L448
hsa:91647	Q8N5M1
hsa:509	P36542;Q8TAS0
hsa:9551	P56134
hsa:84833	Q96IX5
hsa:539	P48047
hsa:57085	Q6RW13
hsa:84126	Q8WXE1;A0A024R2U4
hsa:26033	Q5VV63;Q4G0Y2
hsa:8455	O75882
hsa:546	P46100;A4LAA3;B4DLW1
hsa:545	Q13535
hsa:81794	Q9H324;A0A0A0MQW6;Q6ZN14;Q59FE5
hsa:81792	P58397
hsa:11093	Q76LX8
hsa:140766	Q8WXS8
hsa:170689	Q8TE58
hsa:170690	Q8TE57;Q2XQZ0
hsa:170691	Q8TE56
hsa:170692	Q8TE60;Q6ZN25;Q2VYF7
hsa:171019	Q8TE59;A0A1X7SBR9
hsa:9510	Q9UHI8;B2RB33
hsa:80070	P59510
hsa:9509	O95450
hsa:9508	O15072;Q96AY5;B7Z2U9
hsa:9507	O75173
hsa:11096	Q9UNA0
hsa:11174	Q9UKP5;Q5IR90
hsa:11173	Q9UKP4;Q9UFZ4
hsa:11095	Q9UP79;Q5FWF1
hsa:56999	Q9P2N4
hsa:6898	P17735;A0A140VKB7
hsa:25814	Q9UBB4
hsa:342371	P0C7T5
hsa:6310	P54253;Q96FF1
hsa:11273	Q8WWM7
hsa:6311	Q99700
hsa:92552	Q9H3M9;B4DYC7
hsa:4287	P54252
hsa:6314	O15265;Q9UPD8
hsa:84417	Q9H1Z8
hsa:549	Q13825
hsa:79000	Q9H7T9
hsa:550	Q9Y679
hsa:6790	O14965
hsa:9212	Q96GD4
hsa:6795	Q9UQB9
hsa:26053	Q8WXX7
hsa:9829	O75061
hsa:57099	Q9NQS1
hsa:10677	O75366
hsa:23080	Q8NBF6;A0A024RA36
hsa:60370	Q5T686
hsa:92	P27037
hsa:93	Q13705
hsa:158833	Q58HT5
hsa:158835	Q6E213
hsa:389289	Q3ZCQ2
hsa:126859	Q5T1B0
hsa:8312	O15169;A0A0S2Z4R0
hsa:8313	Q9Y2T1
hsa:64343	Q9H6S1
hsa:51582	O14977;A0A024R9C7
hsa:113451	Q96A70
hsa:598	Q07817;A0A0S2Z3C5
hsa:599	Q92843
hsa:10017	Q9HD36
hsa:10018	O43521
hsa:83596	Q9HB09
hsa:23786	Q9BXK5
hsa:79370	Q9BZR8;A0A024RAR1
hsa:440603	Q5TBC7;Q53EI7
hsa:597	Q16548
hsa:567	P61769
hsa:6522	P04920;Q59GF1
hsa:6508	P48751
hsa:83697	Q96Q91
hsa:6521	P02730
hsa:27087	Q9P2W7
hsa:135152	Q9NPZ5
hsa:26229	O94766
hsa:8706	O75752;Q49AT3;Q8TDY1
hsa:148789	Q8NCR0
hsa:145173	Q6Y288
hsa:10678	Q9NY97
hsa:10331	Q9Y2A9
hsa:79369	Q9C0J1;A0A024RBT1
hsa:84002	Q9BYG0
hsa:192134	Q6ZMB0;A8K9Q8
hsa:93010	Q8NFL0
hsa:374907	Q7Z7M8
hsa:84752	Q6UX72
hsa:146712	Q67FW5;A0A024R8X6
hsa:8708	Q9Y5Z6
hsa:8707	O43825
hsa:8705	O96024;Q5STJ7;B3KQP5
hsa:10317	Q9Y2C3
hsa:126792	Q96L58
hsa:11041	O43505;A0A024R5F9
hsa:2583	Q00973;B4DSP5
hsa:124872	Q8NHY0
hsa:283358	Q6L9W6;Q8N9V0
hsa:338707	Q76KP1
hsa:2683	P15291
hsa:8704	O60909
hsa:8703	O60512;A8K5Z0;A0A384NY44
hsa:8702	O60513;B2RAZ5;B3KM35
hsa:9334	O43286
hsa:9331	Q9UBX8
hsa:11285	Q9UBV7
hsa:27077	Q9UPM9;B4DEW0
hsa:80776	Q9BPU9
hsa:79870	Q8WXS3
hsa:570	Q14032
hsa:29086	Q9NWV8;A0A024R7L2
hsa:9577	Q9NXR7
hsa:253980	Q8WZ19
hsa:7126	Q13829
hsa:83892	Q9H3F6;A0A024RBJ2
hsa:23621	P56817;A0A024R3D7
hsa:25825	Q9Y5Z0
hsa:571	O14867
hsa:60468	Q9BYV9
hsa:11332	O00154
hsa:572	Q92934;A0A024R562
hsa:140836	Q9H503;A0A140VK85
hsa:8815	O75531;A0A024R5H0
hsa:573	Q99933
hsa:9532	O95816
hsa:9531	O95817
hsa:9530	O95429
hsa:9529	Q9UL15;A0A024R6M6
hsa:7917	P46379
hsa:574	Q13072
hsa:85318	Q86Y29
hsa:85317	Q86Y28
hsa:85316	Q86Y27
hsa:57597	Q9P281
hsa:22893	Q8TBE0;A0A024R9K2
hsa:10458	Q9UQB8
hsa:8938	O94812
hsa:22863	Q6ZNE5
hsa:578	Q16611;A0A0S2Z391
hsa:25805	Q13145
hsa:55024	Q8NDB2
hsa:54971	Q8N9N5;Q9NSS6;B3KM38
hsa:124944	Q8IXM2
hsa:8314	Q92560;A0A024R305
hsa:55973	Q9UHQ4;E9PAJ1
hsa:10134	P51572
hsa:580	Q99728;A0AVN2
hsa:56751	Q9BZE3
hsa:343472	Q9NY43
hsa:56033	Q9HBU1
hsa:8538	Q9UMQ3
hsa:682	P35613
hsa:10409	P80723
hsa:11136	P82251
hsa:116071	Q8N1L9
hsa:55509	Q9NR55
hsa:10538	Q16520
hsa:581	Q07812
hsa:11177	Q9NRL2
hsa:9031	Q9UIG0
hsa:11176	Q9UIF9
hsa:29994	Q9UIF8
hsa:27113	Q96PG8;Q9BXH1
hsa:92482	A8MTZ0
hsa:80127	Q8ND07
hsa:79738	Q8TAM1
hsa:166379	Q6ZW61
hsa:582	Q8NFJ9
hsa:583	Q9BXC9
hsa:585	Q96RK4;A0A0S2Z3A9
hsa:129880	Q8N3I7;A0A0S2Z626
hsa:55212	Q8IWZ6
hsa:56987	Q8WY36;A8K6U2
hsa:53335	Q9H165
hsa:64919	Q9C0K0;L8B7P7
hsa:4059	P50895
hsa:118788	Q6ZUJ8;Q86YV3
hsa:9564	P56945
hsa:8412	O75815;A0A384MTS3
hsa:8537	O75363
hsa:54828	Q9H6U6
hsa:55653	Q8TDM0
hsa:586	P54687;A0A024RAV0
hsa:587	O15382
hsa:56647	Q9P287
hsa:54680	Q9NWK9
hsa:53630	Q9HAY6
hsa:83875	Q9BYV7;B2RCV8
hsa:10295	O14874;A0A024QZA9
hsa:8915	O95999
hsa:596	P10415;A0A024R2B3
hsa:602	P20749
hsa:255877	Q8N143;A8KA13
hsa:604	P41182
hsa:605	Q4VC05
hsa:9275	Q9BQE9
hsa:9274	Q8WUZ0
hsa:283149	Q86UU0
hsa:607	O00512;A0A024QYY4;Q1JQ81
hsa:256643	A2AJT9
hsa:9774	Q9NYF8
hsa:63035	Q5H9F3
hsa:54880	Q6W2J9
hsa:613	P11274
hsa:617	Q9Y276;A0A024R445
hsa:259282	Q8NFC6
hsa:284257	Q8IYS8
hsa:56898	Q9BUT1
hsa:622	Q02338;A0A384MTY4
hsa:627	P23560;A0A0E3SU01
hsa:55814	A6H8Y1
hsa:146227	Q3B7T3
hsa:8678	Q14457;A0A024R1X5
hsa:441925	A8MW95
hsa:57596	Q9BUH8
hsa:139105	Q8NDZ0;B3KXX8
hsa:57673	Q5T5X7
hsa:389206	Q6ZU67
hsa:79656	Q7L4P6;A0A0S2Z5N0
hsa:221336	Q5SZJ8
hsa:222389	Q8N7W2
hsa:7439	O76090
hsa:54831	Q8NFU1
hsa:144453	Q8N1M1
hsa:266675	Q8NFU0
hsa:51272	Q9NYM9
hsa:10282	O15155;Q53XK0
hsa:55859	Q9HBH7
hsa:84707	Q9BXY8
hsa:27018	Q00994
hsa:56271	Q9NWD9
hsa:340542	Q5H9J7
hsa:51283	Q9NZS9
hsa:631	Q12934
hsa:8419	Q13515
hsa:2720	P16278
hsa:28	P16442;A0A089QDC1
hsa:7045	Q15582;A0A0S2Z4Q2
hsa:2990	P08236
hsa:727857	Q7RTU4
hsa:168620	Q7RTS1
hsa:27319	Q8NFJ8;B4DF88
hsa:128408	Q8NDY6;A0A087WXG3
hsa:8553	O14503;Q6IB83
hsa:79365	Q9C0J9;Q8TAT1;A0A024RAV8
hsa:80823	Q6PI77
hsa:388553	C9JSJ3
hsa:635	Q93088;V9HWA4
hsa:23743	Q9H2M3;A0A024RAQ0
hsa:7009	P55061;A0A024R0Z5
hsa:55971	Q9UHR4
hsa:80115	Q6UXY1
hsa:80114	Q9H694
hsa:636	Q96G01
hsa:23299	Q8TD16;Q96FU2
hsa:92558	Q6ZP65
hsa:146439	A1A5D9
hsa:29998	Q9NZM4
hsa:23506	Q6AI39
hsa:637	P55957;A8ASI8;B3KT21
hsa:644	P53004;A0A140VJF4
hsa:10565	Q9Y6D6;A0A024R7X0
hsa:10564	Q9Y6D5;Q59FR3;Q86TH5
hsa:57221	Q5TH69
hsa:638	Q13323;A0A024R4X6
hsa:274	O00499;A0A024RAF1
hsa:51411	Q9UBW5;A0A087X188
hsa:55909	Q9NQY0
hsa:3309	P11021;V9HWB4
hsa:4671	Q13075
hsa:329	Q13490
hsa:330	Q13489
hsa:332	O15392;A0A0B4J1S3
hsa:57448	Q9NR09
hsa:79444	Q96CA5
hsa:54841	Q86UB2
hsa:623	P46663
hsa:624	P30411
hsa:2647	P78537
hsa:282991	Q6QNY1;F1T0F0
hsa:388552	Q6QNY0
hsa:55330	Q9NUP1
hsa:63915	Q8TDH9
hsa:26258	Q9UL45;B3KY40
hsa:10904	P62952
hsa:414899	Q8IZY5
hsa:640	P51451;Q05D26
hsa:642	Q13867
hsa:641	P54132
hsa:29760	Q8WV28
hsa:645	P30043;V9HWI1
hsa:406	O00327;B2RCL8
hsa:56938	Q8WYA1
hsa:90427	Q96LC9
hsa:100532731	P35226;R4GMX3
hsa:648	P35226
hsa:27302	O95393
hsa:9210	O95972
hsa:649	P13497
hsa:55589	Q9NSY1
hsa:650	P12643;C8C060
hsa:651	P12645
hsa:652	P12644;Q53XC5
hsa:653	P22003;M9VUD0;A8K694
hsa:654	P22004;Q4VBA3;B4DUF7
hsa:655	P18075;A8K571
hsa:353500	Q7Z5Y6
hsa:656	P34820
hsa:168667	Q8N8U9;A0A090N7U6
hsa:659	Q13873
hsa:657	P36894
hsa:658	O00238
hsa:9790	Q14692
hsa:660	P51813
hsa:144233	Q7Z5W3
hsa:646	Q01954
hsa:54796	Q6ZN30
hsa:665	O60238;Q6IBV1
hsa:663	Q12982;J3KN59
hsa:664	Q12983;Q6NVY4
hsa:389384	P0C671
hsa:149428	Q7Z465
hsa:91653	Q9BWV1
hsa:91272	Q96IK1
hsa:8424	O75936
hsa:666	Q9UMX3;A0A024R4A8
hsa:51027	Q9Y3E2
hsa:552900	Q9H3K6
hsa:654483	Q9H3K6;A0A087WZT3
hsa:388962	Q53S33
hsa:66037	Q8N9W6
hsa:23246	Q14137
hsa:79680	Q7L3V2
hsa:79866	Q6PGQ7;A0A087WV86
hsa:118426	Q969J3
hsa:54785	Q96GS4
hsa:119032	Q96B45;A0A0B4J1R7
hsa:729991	Q96FH0
hsa:55143	Q53HL2
hsa:10435	O14613
hsa:10602	Q9UKI2
hsa:148170	Q6NZY7
hsa:23580	Q9H3Q1;B2R6D8
hsa:11135	Q00587
hsa:670	Q86WA6;Q49AI2
hsa:51297	Q9NP55
hsa:140683	Q96DR5
hsa:128861	Q9BQP9
hsa:92747	Q8TDL5
hsa:80341	Q8N4F0
hsa:359710	P59826;Q14DE0
hsa:149954	P59827
hsa:128859	Q8NFQ5
hsa:254240	Q8NFQ6
hsa:671	P17213
hsa:3141	P50747
hsa:10380	O95861;V9HWF9
hsa:2186	Q12830
hsa:673	P15056
hsa:8315	Q7Z569;Q59H81
hsa:221927	Q6PJG6
hsa:672	P38398
hsa:675	P51587
hsa:79184	P46736
hsa:23774	O95696;A0A024R4W4;Q59G93
hsa:6046	P25440;A0A024RCR5
hsa:8019	Q15059;A0A024R8H6
hsa:23476	O60885
hsa:29117	Q9NPI1
hsa:10902	Q9H0E9
hsa:65980	Q9H8M2
hsa:676	Q58F21
hsa:56254	Q5VTR2
hsa:9810	O75150
hsa:55290	Q9HAW0
hsa:140707	Q8WY22
hsa:25798	O95415
hsa:283870	Q6PL45
hsa:55845	Q8WUW1
hsa:84312	Q5PSV4
hsa:25855	Q9HCU9
hsa:1620	O60477
hsa:57795	Q9C0B6
hsa:339479	Q76B58
hsa:221322	Q96NH3
hsa:148362	Q5VW32
hsa:7862	P55201
hsa:27154	Q9ULD4
hsa:680	P32247
hsa:84446	Q8TDC3
hsa:9024	Q8IWQ3
hsa:54014	Q9NSI6
hsa:254065	Q6RI45
hsa:55299	Q8TDN6
hsa:26580	Q96G97;A0A024R549
hsa:55108	Q9NW68
hsa:390259	Q3C1V8
hsa:7809	Q8WZ55;Q5VU50
hsa:8927	Q9UPA5
hsa:100131137	Q075Z2
hsa:54836	Q5W0U4
hsa:64063	Q9GZN4
hsa:683	Q10588
hsa:684	Q10589;A0A024R7H5
hsa:696	Q13410;Q4VAN2
hsa:11120	Q7KYR7
hsa:10385	Q8WVV5;A0A024R038
hsa:11119	O00481
hsa:11118	P78410
hsa:10384	O00478;A0A024R042
hsa:91408	Q96K17
hsa:9044	O14981;Q2M1V9;Q8N6J1
hsa:53339	Q9H0C5;A0A024R224
hsa:55643	Q9BX70
hsa:22903	Q9Y2F9
hsa:90135	Q96KE9;A0A384NYR4
hsa:55727	Q9P203
hsa:284697	Q5XKL5
hsa:114781	Q96Q07
hsa:84280	Q9BSF8;D3DQW7
hsa:121551	A6QL63;B3KVD0;B3KXB0
hsa:118663	Q32M84
hsa:388419	A6NE02
hsa:643376	B2RXH4
hsa:149478	C9JJ37
hsa:685	P35070;A0A0S2Z437
hsa:686	P43251
hsa:689	P20290
hsa:694	P62324;Q6IBC8
hsa:7832	P78543
hsa:10950	Q14201;Q6IAU3
hsa:54766	Q9NY30
hsa:695	Q06187;Q5JY90
hsa:151888	Q7Z6A9
hsa:56244	Q9UIR0;F8WBA1;A0PJV4
hsa:10917	Q6UXE8
hsa:79908	Q6UX41
hsa:153579	Q6UXG8;Q8N324
hsa:701	O60566
hsa:699	O43683
